,smiles,alpha
862,Cc1ccc([nH]1)N,64.74
863,Cc1ccc(o1)N,61.51
864,Cc1ccc([nH]1)O,60.4
865,Cc1cnc(o1)C,60.38
866,Cc1cnc(o1)N,56.83
867,Cc1cnc([nH]1)O,55.95
868,Cc1cnc(o1)O,52.25
869,Cc1ncc(o1)N,57.19
870,Cc1[nH]c(cn1)O,56.19
871,c1cc([nH]c1N)N,60.48
872,c1cc(oc1N)N,57.35
873,c1cc([nH]c1N)O,55.88
874,c1cc(oc1N)O,52.69
875,c1c(oc(n1)N)N,52.81
876,c1c([nH]c(n1)O)N,51.7
877,c1c(oc(n1)O)N,48.35
878,c1cc([nH]c1O)O,51.65
879,c1c([nH]c(n1)O)O,47.59
880,CC1=CNC(=N)O1,57.83
881,Cc1c[nH]c(=O)[nH]1,56.15
882,Cc1c[nH]c(=O)o1,52.51
883,CC1=COC(=N)N1,57.33
884,CC1=COC(=N)O1,53.41
885,Cc1coc(=O)[nH]1,52.05
886,Cc1coc(=O)o1,48.41
887,NC1=CNC(=N)O1,53.96
888,c1c([nH]c(=O)[nH]1)N,52.31
889,c1c(oc(=O)[nH]1)N,48.82
890,NC1=COC(=N)O1,49.51
891,c1c([nH]c(=O)o1)N,48.4
892,c1c(oc(=O)o1)N,44.88
893,OC1=CNC(=N)O1,49.46
894,c1c([nH]c(=O)[nH]1)O,47.88
895,c1c(oc(=O)[nH]1)O,44.36
896,OC1=COC(=N)N1,49.23
897,OC1=COC(=N)O1,45.36
898,c1c(oc(=O)o1)O,40.61
899,Cc1ccn(c1)C,68.21
900,Cn1ccc(c1)N,64.76
901,Cn1ccc(c1)O,60.31
902,Cc1cn(cn1)C,63.83
903,Cn1cc(nc1)N,60.5
904,Cn1cc(nc1)O,56.09
905,N=C1C=COC=N1,55.61
906,N=C1N=CNC=N1,55.72
907,N=C1N=COC=N1,51.09
908,c1c[nH]ccc1=O,58.94
909,c1c[nH]cnc1=O,54.43
910,c1coccc1=O,54.33
911,c1cocnc1=O,49.87
912,c1nc(=O)nco1,45.42
913,N=C1NC=NC=N1,55.13
914,N=C1OC=CC=C1,61.04
915,N=C1OC=CC=N1,56.62
916,N=C1OC=CN=C1,57.0
917,N=C1OC=NC=C1,56.03
918,N=C1OC=NC=N1,51.37
919,c1cc[nH]c(=O)c1,59.34
920,c1c[nH]c(=O)nc1,54.88
921,c1cncc(=O)[nH]1,55.68
922,c1cnc[nH]c1=O,54.42
923,c1[nH]c(=O)ncn1,49.71
924,c1ccoc(=O)c1,55.47
925,c1cnc(=O)oc1,51.09
926,c1coc(=O)cn1,51.72
927,c1cncoc1=O,50.57
928,c1ncoc(=O)n1,45.97
929,Cc1ccccc1,69.91
930,Cc1ccncc1,65.39
931,Cc1cccnc1,65.6
932,Cc1cnccn1,61.88
933,Cc1cncnc1,60.88
934,Cc1ccccn1,65.77
935,Cc1ncccn1,61.2
936,Cc1cnccn1,61.88
937,Cc1ccncn1,60.93
938,Cc1ncncn1,56.17
939,c1ccc(cc1)N,67.3
940,c1cc(cnc1)N,63.26
941,c1cnc(cn1)N,59.71
942,c1c(cncn1)N,58.89
943,c1ccnc(c1)N,63.35
944,c1cnc(nc1)N,58.83
945,c1cnc(cn1)N,59.71
946,c1cncnc1N,58.46
947,c1ncnc(n1)N,53.66
948,c1ccc(cc1)O,62.42
949,c1cnccc1O,58.03
950,c1cc(cnc1)O,58.48
951,c1cnc(cn1)O,54.78
952,c1c(cncn1)O,54.08
953,c1ccnc(c1)O,58.38
954,c1cnc(nc1)O,53.76
955,c1cnc(cn1)O,54.78
956,c1cncnc1O,53.65
957,c1ncnc(n1)O,48.86
958,Cc1cc[nH]c1C,67.73
959,Cc1ccoc1C,63.61
960,Cc1c(nc[nH]1)C,63.54
961,Cc1c(ocn1)C,59.48
962,Cc1c(cc[nH]1)N,64.04
963,Cc1c(cco1)N,60.29
964,Cc1c(nco1)N,56.25
965,Cc1cc[nH]c1N,63.33
966,Cc1ccoc1N,60.16
967,Cc1c(ocn1)N,55.55
968,Cc1c(cc[nH]1)O,60.22
969,Cc1c(cco1)O,56.4
970,Cc1c(nc[nH]1)O,56.22
971,Cc1c(nco1)O,52.43
972,Cc1cc[nH]c1O,59.47
973,Cc1c([nH]cn1)O,55.6
974,c1coc(c1N)N,56.37
975,c1nc(c(o1)N)N,52.49
976,c1c[nH]c(c1O)N,55.7
977,c1coc(c1O)N,52.74
978,c1[nH]c(c(n1)O)N,51.68
979,c1nc(c(o1)N)O,48.31
980,c1c[nH]c(c1N)O,55.52
981,c1[nH]c(c(n1)N)O,51.67
982,c1coc(c1N)O,52.28
983,c1c[nH]c(c1O)O,51.73
984,c1[nH]c(c(n1)O)O,48.07
985,Cc1c[nH]cc1C,67.02
986,Cc1c[nH]cc1N,63.55
987,Cc1c[nH]cc1O,59.45
988,Cc1cocc1C,62.57
989,Cc1cocc1N,59.23
990,c1c(c(c[nH]1)N)N,59.91
991,c1c(c(c[nH]1)O)N,55.54
992,c1c(c(co1)N)N,55.75
993,c1c(c(c[nH]1)O)O,51.69
994,Cc1cccn1C,67.42
995,Cn1cccc1N,63.78
996,Cn1cccc1O,59.45
997,Cc1nccn1C,62.88
998,Cn1ccnc1O,55.05
999,Cc1cncn1C,62.88
1000,Cn1cncc1O,55.16
1001,Cn1cc[nH]c1=O,55.38
1002,CN1C=COC1=N,56.61
1003,Cn1ccoc1=O,51.5
1004,C#Cc1ccc[nH]1,67.41
1005,C#Cc1ccco1,63.52
1006,C#Cc1cnc[nH]1,62.39
1007,C#Cc1cnco1,58.6
1008,C#Cc1[nH]ccn1,62.77
1009,C#Cc1ncco1,58.76
1010,c1cc([nH]c1)C#N,60.82
1011,c1cc(oc1)C#N,56.92
1012,c1c([nH]cn1)C#N,56.07
1013,c1c(ocn1)C#N,52.24
1014,c1cnc([nH]1)C#N,56.52
1015,c1coc(n1)C#N,52.55
1016,C#Cc1cc[nH]c1,65.16
1017,C#Cc1c[nH]cn1,61.03
1018,C#Cc1ccoc1,60.39
1019,C#Cc1cocn1,56.32
1020,c1c[nH]cc1C#N,58.94
1021,c1c(nc[nH]1)C#N,54.88
1022,c1cocc1C#N,54.46
1023,c1c(nco1)C#N,50.44
1024,c1cc([nH]c1)C=O,61.64
1025,c1cc(oc1)C=O,57.19
1026,c1c([nH]cn1)C=O,56.2
1027,c1c(ocn1)C=O,51.99
1028,c1cnc([nH]1)C=O,57.43
1029,c1coc(n1)C=O,52.75
1030,c1c[nH]cc1C=O,58.98
1031,c1c(nc[nH]1)C=O,55.26
1032,c1cocc1C=O,54.04
1033,c1c(nco1)C=O,50.43
1034,c1ccn(c1)C=O,58.85
1035,c1cn(cn1)C=O,53.77
1036,CN=c1[nH]cco1,57.57
1037,CN=c1occo1,53.52
1038,CCc1ccc[nH]1,67.23
1039,CCc1ccco1,63.28
1040,CCc1cnco1,58.91
1041,CCc1[nH]ccn1,62.81
1042,CCc1ncco1,58.79
1043,CNc1ccc[nH]1,63.67
1044,CNc1ccco1,60.74
1045,CNc1cnco1,56.58
1046,CNc1ncco1,56.04
1047,COc1ccc[nH]1,59.96
1048,COc1ccco1,56.25
1049,COc1cnc[nH]1,55.42
1050,COc1cnco1,52.12
1051,COc1[nH]ccn1,55.34
1052,COc1ncco1,51.5
1053,c1coc(n1)CN,54.6
1054,c1cc([nH]c1)CO,60.33
1055,c1cc(oc1)CO,55.81
1056,c1c([nH]cn1)CO,55.77
1057,c1c(ocn1)CO,51.44
1058,c1cnc([nH]1)CO,55.38
1059,c1coc(n1)CO,51.28
1060,CCc1cc[nH]c1,66.7
1061,CCc1c[nH]cn1,62.72
1062,CCc1ccoc1,62.32
1063,CCc1cocn1,57.91
1064,CNc1cc[nH]c1,63.62
1065,CNc1c[nH]cn1,59.78
1066,CNc1ccoc1,59.38
1067,CNc1cocn1,55.52
1068,COc1cc[nH]c1,59.51
1069,COc1c[nH]cn1,55.93
1070,COc1ccoc1,55.31
1071,COc1cocn1,51.81
1072,c1c[nH]cc1CO,59.22
1073,c1c(nc[nH]1)CO,55.16
1074,c1cocc1CO,54.83
1075,c1c(nco1)CO,50.99
1076,CCn1cccc1,66.65
1077,CCn1ccnc1,62.11
1078,c1cc2n(c1)CC2,64.43
1079,c1c2n(cn1)CC2,59.93
1080,c1cn2c(n1)CC2,59.69
1081,CC#CC(C)(C)C,76.21
1082,CC#CC(C)(C)O,69.1
1083,CC(C)(C)CC#C,72.66
1084,CC(C)(C)CC#N,67.57
1085,CC(C)(CC#C)O,65.74
1086,CC(C)(CC#N)O,60.82
1087,CC(C)(C)CC=O,67.84
1088,CC(C)(C)NC=O,64.64
1089,CC(C)(C)OC=O,61.5
1090,CC(C)(CC=O)O,60.84
1091,CC(C)(C)CCO,70.67
1092,CC(C)(CCO)O,63.64
1093,CCCC(C)(C)C,77.88
1094,CCCC(C)(C)O,70.88
1095,CCOC(C)(C)C,71.47
1096,CC(C)(C)COC,71.53
1097,CC(C)(COC)O,64.38
1098,CC(=O)C(C)(C)C,67.15
1099,CC(=O)C(C)(C)O,60.44
1100,CC(C)(C)C(=O)N,63.51
1101,CC(C)([NH3+])C([O-])=O,56.21
1102,CC(C)(C(=O)N)O,56.9
1103,CC(C)C(C)(C)C,77.05
1104,CC(C)C(C)(C)O,70.16
1105,CC(O)C(C)(C)C,69.98
1106,CC(O)C(C)(C)O,63.11
1107,CC(=N)NC(=O)C,59.77
1108,CC(=N)NC(=O)N,56.17
1109,CC(=N)OC(C)=O,55.55
1110,CC(=N)OC(N)=O,52.65
1111,CC(=O)CC(=O)C,58.71
1112,CC(=O)CC(=O)N,55.21
1113,CC(=O)NC(=O)C,56.02
1114,CC(=O)NC(=N)N,57.44
1115,CC(=O)NC(=O)N,52.35
1116,NC(=[NH2+])CC([O-])=O,52.49
1117,C(C(=O)N)C(=O)N,51.31
1118,C(=O)(N)NC(=O)N,48.57
1119,CC(C)CC(=O)C,67.94
1120,CC(C)CC(=O)N,64.34
1121,CC(C)NC(=O)C,65.8
1122,CC(C)NC(=O)N,61.44
1123,CC(C)OC(=O)C,61.37
1124,CC(C)OC(=O)N,57.6
1125,CC([NH3+])CC([O-])=O,57.38
1126,CC(O)CC(C)=O,61.19
1127,CC(O)CC(N)=O,57.81
1128,C[NH+](C)CC([O-])=O,57.61
1129,CC(C)CC(C)C,77.99
1130,CC(C)CC(C)O,71.24
1131,CC(C)OC(C)C,71.72
1132,CC(O)CC(C)O,64.36
1133,CC1(C)CC(=N)O1,62.19
1134,CC1(CC(=O)C1)C,64.37
1135,CC1(CC(=O)N1)C,61.35
1136,CC1(CC(=O)O1)C,57.07
1137,CC1(CC(=O)C1)O,57.32
1138,CC1(CC(C1)O)C,67.01
1139,CC1(O)CC(O)C1,60.22
1140,CC1CC(C1)(C)C,74.65
1141,CC1CC(C)(C)O1,67.47
1142,CC1CC(C)(O)C1,67.58
1143,CC1(CN(C1)C)O,64.99
1144,CC1(CC1(C)C)C,74.94
1145,CC1(C)CC1(C)O,67.97
1146,CC1(C(O1)(C)C)C,67.71
1147,CC1(O)CC1(C)O,60.54
1148,CC12CC(C)(C1)C2,72.52
1149,CC12CC(C)(C1)O2,65.18
1150,CC12CC(O)(C1)C2,64.77
1151,OC12CC(O)(C1)C2,57.1
1152,CC(C)(C#C)C#C,68.3
1153,CC(C)(C#C)C#N,63.13
1154,CC(C)(C#N)C#N,58.13
1155,CC(N)(C#C)C#N,59.91
1156,CC(C#N)(C#N)N,54.94
1157,CC(C#C)(C#C)O,61.3
1158,CC(O)(C#C)C#N,56.29
1159,CC(C#N)(C#N)O,51.46
1160,CC(C)(C=O)C#C,63.47
1161,CC(C)(C=O)C#N,58.2
1162,CC(O)(C=O)C#C,56.49
1163,CC(O)(C=O)C#N,51.27
1164,CC(C)(C=O)C=O,57.71
1165,CC(C=O)(C=O)O,51.49
1166,CC(C)(CO)C#C,65.86
1167,CC(C)(CO)C#N,60.69
1168,CC(N)(CN)C#N,60.78
1169,CC(N)(CO)C#N,57.56
1170,CC(O)(CN)C#N,57.27
1171,CC(O)(CO)C#C,58.82
1172,CC(O)(CO)C#N,53.77
1173,CCC(C)(C)C#C,72.99
1174,CCC(C)(C)C#N,67.68
1175,CCC(C)(N)C#N,64.23
1176,CCC(C)(O)C#C,65.99
1177,CCC(C)(O)C#N,60.86
1178,CC(C)(C#N)NC,64.49
1179,CC(C)(C#C)OC,66.27
1180,CC(C)(C#N)OC,61.07
1181,CC(C)(CO)C=O,60.3
1182,CC(O)(CO)C=O,53.44
1183,CCC(C)(C)C=O,67.66
1184,CCC(C)(O)C=O,60.49
1185,CC(C)(C=O)OC,60.58
1186,CC(C)(CO)CO,63.41
1187,CC(CO)(CO)O,56.14
1188,CCC(C)(C)CC,77.42
1189,CCC(C)(C)CO,70.35
1190,CCC(C)(C)OC,70.74
1191,CCC(C)(CC)O,70.47
1192,CCC(C)(O)CO,63.37
1193,CC(C)(CO)OC,63.67
1194,CC#CCC(=O)C,66.31
1195,CC#CCC(=O)N,62.34
1196,CC#CCC(C)C,76.36
1197,CC#CCC(C)O,68.81
1198,CC(=O)C#CC#C,71.03
1199,CC(=O)C#CC#N,62.85
1200,C#CC#CC(=O)N,66.57
1201,C(#CC(=O)N)C#N,58.96
1202,CC(=O)C#CC=O,59.6
1203,C(=O)C#CC(=O)N,55.99
1204,CC(=N)OCC#C,61.55
1205,CC(=N)OCC#N,56.66
1206,CC(=O)CCC#C,63.54
1207,CC(=O)CCC#N,58.65
1208,CC(=O)NCC#C,60.97
1209,CC(=O)NCC#N,55.9
1210,CC(=O)OCC#C,57.1
1211,CC(=O)OCC#N,52.25
1212,C#CCCC(=O)N,59.71
1213,C(CC(=O)N)C#N,54.79
1214,C#CCNC(=O)N,56.57
1215,C(C#N)NC(=O)N,52.05
1216,C#CCOC(=O)N,53.03
1217,C(C#N)OC(=O)N,47.92
1218,CC(=N)OCC=O,55.9
1219,CC(=O)CCC=O,59.61
1220,CC(=O)CNC=O,55.73
1221,CC(=O)COC=N,56.94
1222,CC(=O)COC=O,52.25
1223,CC(=O)NCC=O,56.48
1224,CC(=O)OCC=O,52.07
1225,C(CC(=O)N)C=O,55.88
1226,C(C(=O)N)NC=O,51.93
1227,NC(=O)COC=N,53.37
1228,C(C(=O)N)OC=O,48.68
1229,C(C=O)NC(=O)N,52.44
1230,C(C=O)OC(=O)N,48.14
1231,[O-]C(=O)CNC=[NH2+],55.03
1232,CC(C)C#CC#C,78.98
1233,CC(C)C#CC#N,71.68
1234,CC(O)C#CC#C,71.29
1235,CC(O)C#CC#N,64.11
1236,CC(C)C#CC=O,69.0
1237,CC(O)C#CC=O,61.63
1238,CC(C)CCC#C,73.77
1239,CC(C)CCC#N,68.71
1240,CC(C)NCC#N,65.88
1241,CC(C)OCC#C,67.44
1242,CC(C)OCC#N,62.39
1243,CC(O)CCC#C,66.62
1244,CC(O)CCC#N,61.71
1245,CN(C)CCC#N,66.01
1246,CC(C)CCC=O,69.1
1247,CC(C)CNC=O,65.32
1248,CC(C)COC=O,62.11
1249,CC(C)OCC=O,62.0
1250,CC(O)CCC=O,62.23
1251,CC(O)CNC=O,58.93
1252,CC(O)COC=N,59.53
1253,CC(O)COC=O,55.11
1254,CC(=O)NC=NC,64.97
1255,CN=CNC(=O)N,61.0
1256,CC(=O)OC=NC,59.47
1257,CN=COC(=O)N,55.46
1258,NC=[NH+]CC([O-])=O,54.97
1259,CC(C)OC=NC,69.51
1260,CC(=O)C#CCO,61.49
1261,CCC#CC(=O)C,68.51
1262,CCC#CC(=O)N,64.39
1263,C(C#CC(=O)N)O,57.35
1264,[NH3+]CC#CC([O-])=O,56.69
1265,CC(C)C#CCO,70.02
1266,CC(O)C#CCO,62.29
1267,CCC#CC(C)C,77.09
1268,CCC#CC(C)O,69.76
1269,CC(C)N=COC,69.8
1270,CC(=N)OCCO,58.74
1271,CC(=O)CCCO,61.44
1272,CC(=O)NCCO,58.98
1273,CC(=O)OCCO,54.39
1274,CCCCC(=O)C,68.54
1275,CCCCC(=O)N,64.98
1276,CCCNC(=O)C,65.86
1277,CCCNC(=O)N,62.09
1278,CCCOC(=O)C,61.83
1279,CCCOC(=O)N,57.94
1280,CC[NH2+]CC([O-])=O,57.48
1281,CCOCC(=O)C,62.56
1282,CCOCC(=O)N,58.9
1283,C[NH2+]CCC([O-])=O,57.97
1284,CC(=O)CCOC,61.93
1285,COCCC(=O)N,58.21
1286,C(CC(=O)N)CO,57.85
1287,C(CO)NC(=O)N,54.97
1288,C(COC(=O)N)O,50.55
1289,[NH3+]CCCC([O-])=O,57.27
1290,CC(C)CCCO,71.46
1291,CC(C)OCCO,64.84
1292,CC(O)CCCO,64.63
1293,CCCCC(C)C,78.7
1294,CCCCC(C)O,71.61
1295,CCCOC(C)C,72.3
1296,CCOCC(C)C,72.37
1297,CCOCC(C)O,64.82
1298,CC(C)CCOC,72.19
1299,COCCC(C)O,65.05
1300,CC1(CCC1=O)C,64.27
1301,CC1(CNC1=O)C,61.14
1302,CC1(C)COC1=N,61.5
1303,CC1(COC1=O)C,56.57
1304,CC1(C(=O)CN1)C,60.92
1305,CC1(C(=O)CO1)C,57.48
1306,CC1(N)COC1=O,53.12
1307,CC1(O)CCC1=O,57.22
1308,CC1(O)CNC1=O,54.09
1309,CC1(O)COC1=N,54.49
1310,CC1(O)COC1=O,49.68
1311,CC1(C)CCC1O,67.09
1312,CC1(C)OCC1O,60.07
1313,CC1(O)CCC1O,60.09
1314,CC1CCC1(C)C,74.1
1315,CC1CCC1(C)O,67.11
1316,CC1COC1(C)C,66.82
1317,CC1OCC1(C)C,67.01
1318,CC1OCC1(C)O,60.13
1319,CC1(C)CC1C#C,71.46
1320,CC1(C)CC1C#N,65.9
1321,CC1(C)NC1C#C,67.94
1322,CC1(C)NC1C#N,62.44
1323,CC1(C)OC1C#C,64.03
1324,CC1(C)OC1C#N,58.67
1325,CC1(O)CC1C#C,64.02
1326,CC1(O)CC1C#N,58.65
1327,CC1(C)CC1C=O,66.52
1328,CC1(CN1C=O)C,62.74
1329,CC1(C)NC1C=O,62.67
1330,CC1(C)OC1C=O,58.98
1331,CC1(O)CC1C=O,59.3
1332,CC1(C)CC1CO,68.29
1333,CC1(C)NC1CO,64.35
1334,CC1(C)OC1CO,60.72
1335,CC1(O)CC1CO,61.14
1336,CCC1CC1(C)C,75.32
1337,CCC1CC1(C)O,68.11
1338,CCC1OC1(C)C,68.2
1339,CCN1CC1(C)C,72.35
1340,COC1CC1(C)C,68.75
1341,COC1CC1(C)O,61.08
1342,CC1(CC=CC1)C,71.52
1343,CC1(CN=CO1)C,60.01
1344,CC1(O)CC=CC1,64.48
1345,CC1(CCC=C1)C,72.21
1346,CC1(COC=N1)C,60.43
1347,CC1(C=CCO1)C,65.66
1348,CC1(O)CCC=C1,65.1
1349,CC1(CCCC1)C,73.18
1350,CC1(CCCO1)C,66.79
1351,CC1(CCOC1)C,66.33
1352,CC1(COCO1)C,59.62
1353,CC1(OCCO1)C,59.97
1354,CC1(CCCC1)O,66.51
1355,CC1(O)CCOC1,59.29
1356,CC1(C)C(O)C1O,60.43
1357,CC1(O)C(O)C1O,53.19
1358,CC1C(C)C1(C)C,74.93
1359,CC1C(C)C1(C)O,67.7
1360,CC1C(O)C1(C)C,67.65
1361,CC1C(O)C1(C)O,60.53
1362,CC1N(C)C1(C)C,71.72
1363,C#CCC(=O)C#C,59.98
1364,C#CCC(=O)C#N,54.62
1365,C#CC(=O)CC#N,54.85
1366,C(C#N)C(=O)C#N,49.53
1367,C#CCC(=O)C=O,53.76
1368,C(C#N)C(=O)C=O,49.13
1369,C#CC(=N)NC=O,57.62
1370,N=C(OC=O)C#C,53.35
1371,N=C(OC=O)C#N,48.09
1372,C(=N)NC(=N)C#N,58.92
1373,C#CC(=O)NC=N,58.24
1374,N=COC(=O)C#C,54.23
1375,N=COC(=O)C#N,48.87
1376,C#CC(=O)NC=O,53.04
1377,C(=O)C(=N)NC=O,51.51
1378,N=C(OC=O)C=O,46.63
1379,C(=O)C(=N)NC=N,58.23
1380,C(=O)C(=O)NC=N,52.59
1381,N=COC(=O)C=O,48.04
1382,C(=O)C(=O)NC=O,47.28
1383,CC#CC(=O)C#C,65.61
1384,CC#CC(=O)C#N,60.31
1385,CC#CC(=O)C=O,59.26
1386,CC#CC(C)C#C,71.21
1387,CC#CC(C)C#N,66.15
1388,CC#CC(N)C#N,62.73
1389,CC#CC(O)C#C,64.01
1390,CC#CC(O)C#N,59.11
1391,CC#CC(C)C=O,67.12
1392,CC#CC(O)C=O,59.52
1393,CC(CC#C)C#C,68.84
1394,CC(CC#C)C#N,63.46
1395,CC(CC#N)C#C,63.59
1396,CC(CC#N)C#N,58.34
1397,NC(CC#C)C#N,60.22
1398,NC(CC#N)C#C,60.16
1399,NC(CC#N)C#N,54.96
1400,OC(CC#C)C#C,61.8
1401,OC(CC#C)C#N,56.6
1402,OC(CC#N)C#C,56.7
1403,OC(CC#N)C#N,51.65
1404,CC(CC#C)C=O,63.74
1405,CC(CC#N)C=O,58.21
1406,CN(CC#C)C=O,60.97
1407,CN(CC#N)C=O,56.22
1408,OC(CC#C)C=O,55.96
1409,OC(CC#N)C=O,51.87
1410,CC(CC=O)C#C,63.84
1411,CC(CC=O)C#N,58.72
1412,CC(NC=O)C#C,61.02
1413,CC(NC=O)C#N,56.08
1414,CC(OC=N)C#C,61.8
1415,CC(OC=N)C#N,56.98
1416,CC(OC=O)C#C,57.19
1417,CC(OC=O)C#N,52.59
1418,OC(CC=O)C#C,56.73
1419,OC(CC=O)C#N,51.86
1420,CC(CC=O)C=O,59.36
1421,CC(NC=O)C=O,56.21
1422,CC(OC=N)C=O,57.05
1423,CC(OC=O)C=O,52.52
1424,CN(CC=O)C=O,56.52
1425,OC(CC=O)C=O,52.54
1426,CC(=NC)NC=O,64.29
1427,CC(=NC)OC=O,58.19
1428,CN=C(N)NC=O,59.34
1429,CN=CN(C)C=O,65.22
1430,CC#CC(=O)CO,61.12
1431,CCC(=O)C#CC,68.17
1432,CC#CC(=O)NC,65.82
1433,CC#CC(=O)OC,61.53
1434,CCC(=O)CC#C,63.33
1435,CCC(=O)CC#N,58.49
1436,CNC(=O)CC#C,60.6
1437,CNC(=O)CC#N,55.82
1438,COC(=O)CC#C,56.09
1439,COC(=O)CC#N,51.37
1440,C#CCC(=O)CO,56.49
1441,C(C#N)C(=O)CO,51.75
1442,CCC(=N)NC=O,59.79
1443,CCC(=O)CC=O,59.13
1444,CCC(=O)NC=N,62.0
1445,CCC(=O)NC=O,56.25
1446,CCC(=O)OC=N,57.05
1447,CNC(=O)CC=O,56.27
1448,CNC(=O)NC=N,57.59
1449,CNC(=O)NC=O,53.67
1450,CNC(=O)OC=N,54.6
1451,COC(=N)NC=O,54.27
1452,COC(=O)CC=O,51.96
1453,COC(=O)NC=N,54.05
1454,COC(=O)NC=O,49.43
1455,C(C(=O)NC=O)N,52.59
1456,NCC(=O)OC=N,53.28
1457,C(C(=N)NC=O)O,52.88
1458,C(C=O)C(=O)CO,52.38
1459,C(C(=O)NC=N)O,54.16
1460,C(C(=O)NC=O)O,49.53
1461,OCC(=O)OC=N,50.12
1462,CC#CC(C)CO,69.17
1463,CC#CC(O)CO,62.31
1464,CCC(C)C#CC,76.63
1465,CCC(O)C#CC,69.52
1466,COC(C)C#CC,70.15
1467,CC(CO)CC#C,66.12
1468,CC(CO)CC#N,61.15
1469,CCC(C)CC#C,73.38
1470,CCC(C)CC#N,68.29
1471,CCC(O)CC#C,66.44
1472,CCC(O)CC#N,61.52
1473,CCN(C)CC#N,65.7
1474,COC(C)CC#C,66.33
1475,COC(C)CC#N,61.49
1476,OCC(O)CC#C,59.11
1477,OCC(O)CC#N,54.15
1478,CC(CO)CC=O,61.44
1479,CC(CO)NC=O,58.51
1480,CC(CO)OC=N,59.65
1481,CC(CO)OC=O,55.07
1482,CCC(C)CC=O,68.5
1483,CCC(C)NC=O,65.37
1484,CCC(C)OC=O,62.08
1485,CCC(O)CC=O,61.58
1486,COC(C)CC=O,61.83
1487,OCC(O)CC=O,54.37
1488,CCN=C(C#N)N,62.56
1489,CCN=C(C=O)N,62.54
1490,CCCC(=O)C#C,64.62
1491,CCCC(=O)C#N,59.35
1492,CCNC(=N)C#N,61.88
1493,CCNC(=O)C#C,62.42
1494,CCOC(=N)C#C,62.87
1495,CCOC(=N)C#N,57.62
1496,CCOC(=O)C#C,58.25
1497,CCOC(=O)C#N,53.09
1498,CNCC(=O)C#N,56.09
1499,COCC(=O)C#C,58.42
1500,COCC(=O)C#N,53.34
1501,C#CC(=O)CCO,57.27
1502,C(CO)C(=O)C#N,52.1
1503,CCCC(=O)C=O,58.44
1504,CCNC(=N)C=O,61.31
1505,CCNC(=O)C=O,56.34
1506,CCOC(=N)C=O,56.58
1507,CCOC(=O)C=O,52.13
1508,COCC(=O)C=O,52.47
1509,C(CO)C(=O)C=O,51.45
1510,CCC(=O)CCO,60.94
1511,CCC(=O)COC,62.09
1512,CCCC(=O)CC,68.27
1513,CCCC(=O)CO,61.46
1514,CCCC(=O)NC,66.05
1515,CCCC(=O)OC,61.45
1516,CCC(=O)NCC,65.8
1517,CCNC(=O)CO,58.99
1518,CCNC(=O)NC,63.03
1519,CCNC(=O)OC,58.55
1520,CCOC(=N)CC,65.95
1521,CCOC(=N)CO,58.89
1522,CCOC(=N)OC,59.05
1523,CCC(=O)OCC,61.68
1524,CCOC(=O)CN,57.93
1525,CCOC(=O)CO,54.75
1526,CCOC(=O)NC,58.97
1527,CNC(=O)CCO,58.61
1528,CNC(=O)COC,59.74
1529,CNCC(=O)OC,57.64
1530,COC(=N)CCO,58.42
1531,COC(=O)CCO,54.18
1532,COCC(=N)OC,58.38
1533,COCC(=O)CO,55.28
1534,COCC(=O)OC,55.18
1535,C(CO)C(=O)CO,54.13
1536,CC(CCO)C#C,66.44
1537,CC(CCO)C#N,61.31
1538,CCCC(C)C#C,73.74
1539,CCCC(C)C#N,68.55
1540,CCCC(N)C#N,65.32
1541,CCCC(O)C#C,66.67
1542,CCCC(O)C#N,61.63
1543,CCNC(C)C#N,65.64
1544,CCOC(C)C#C,67.42
1545,CCOC(C)C#N,62.32
1546,CNCC(O)C#N,58.7
1547,COCC(C)C#C,67.12
1548,COCC(C)C#N,62.02
1549,COCC(N)C#N,58.33
1550,COCC(O)C#C,59.54
1551,COCC(O)C#N,54.67
1552,NC(CCO)C#N,58.01
1553,OCCC(O)C#C,59.31
1554,OCCC(O)C#N,54.36
1555,CC(CCO)C=O,61.53
1556,CCCC(C)C=O,68.84
1557,CCCC(O)C=O,62.06
1558,CCCN(C)C=O,66.31
1559,CCOC(C)C=O,61.87
1560,CN(CCO)C=O,58.69
1561,COCC(C)C=O,61.77
1562,COCC(O)C=O,54.72
1563,OCCC(O)C=O,54.77
1564,CC(CO)CCO,64.09
1565,CCC(C)CCO,71.22
1566,CCC(C)COC,72.02
1567,CCC(O)CCO,64.19
1568,CCC(O)COC,64.79
1569,CCCC(C)CC,78.49
1570,CCCC(C)CO,71.32
1571,CCCC(C)OC,71.86
1572,CCCC(O)CC,71.48
1573,CCCC(O)CO,64.07
1574,CCOC(C)CC,71.94
1575,CCOC(C)CO,64.62
1576,COC(C)CCO,64.36
1577,COCC(C)CO,64.88
1578,COCC(C)OC,65.34
1579,COCC(O)CO,57.66
1580,OCCC(O)CO,56.91
1581,CC(=O)C(=O)C#C,54.54
1582,CC(=O)C(=O)C#N,49.26
1583,C#CC(=O)C(=N)N,56.32
1584,C(#N)C(=O)C(=N)N,51.27
1585,C#CC(=O)C(=O)N,50.95
1586,CC(=O)C(=O)C=O,48.54
1587,C(=O)C(=O)C(=N)N,50.48
