,smiles,cv
862,Cc1ccc([nH]1)N,26.483
863,Cc1ccc(o1)N,25.24
864,Cc1ccc([nH]1)O,25.805
865,Cc1cnc(o1)C,24.109
866,Cc1cnc(o1)N,23.815
867,Cc1cnc([nH]1)O,23.91
868,Cc1cnc(o1)O,22.317
869,Cc1ncc(o1)N,24.011
870,Cc1[nH]c(cn1)O,24.382
871,c1cc([nH]c1N)N,26.191
872,c1cc(oc1N)N,24.934
873,c1cc([nH]c1N)O,25.469
874,c1cc(oc1N)O,23.908
875,c1c(oc(n1)N)N,23.545
876,c1c([nH]c(n1)O)N,23.632
877,c1c(oc(n1)O)N,22.048
878,c1cc([nH]c1O)O,25.03
879,c1c([nH]c(n1)O)O,22.992
880,CC1=CNC(=N)O1,24.249
881,Cc1c[nH]c(=O)[nH]1,24.236
882,Cc1c[nH]c(=O)o1,22.713
883,CC1=COC(=N)N1,24.234
884,CC1=COC(=N)O1,22.302
885,Cc1coc(=O)[nH]1,22.67
886,Cc1coc(=O)o1,21.041
887,NC1=CNC(=N)O1,24.017
888,c1c([nH]c(=O)[nH]1)N,24.112
889,c1c(oc(=O)[nH]1)N,22.864
890,NC1=COC(=N)O1,22.003
891,c1c([nH]c(=O)o1)N,22.423
892,c1c(oc(=O)o1)N,21.033
893,OC1=CNC(=N)O1,23.144
894,c1c([nH]c(=O)[nH]1)O,23.522
895,c1c(oc(=O)[nH]1)O,21.918
896,OC1=COC(=N)N1,23.206
897,OC1=COC(=N)O1,21.359
898,c1c(oc(=O)o1)O,20.117
899,Cc1ccn(c1)C,26.255
900,Cn1ccc(c1)N,26.188
901,Cn1ccc(c1)O,25.235
902,Cc1cn(cn1)C,24.914
903,Cn1cc(nc1)N,24.717
904,Cn1cc(nc1)O,23.4
905,N=C1C=COC=N1,19.406
906,N=C1N=CNC=N1,19.719
907,N=C1N=COC=N1,18.417
908,c1c[nH]ccc1=O,20.814
909,c1c[nH]cnc1=O,19.72
910,c1coccc1=O,19.508
911,c1cocnc1=O,18.555
912,c1nc(=O)nco1,17.612
913,N=C1NC=NC=N1,19.148
914,N=C1OC=CC=C1,20.68
915,N=C1OC=CC=N1,19.747
916,N=C1OC=CN=C1,19.72
917,N=C1OC=NC=C1,19.562
918,N=C1OC=NC=N1,18.636
919,c1cc[nH]c(=O)c1,20.367
920,c1c[nH]c(=O)nc1,19.314
921,c1cncc(=O)[nH]1,19.446
922,c1cnc[nH]c1=O,19.155
923,c1[nH]c(=O)ncn1,18.158
924,c1ccoc(=O)c1,19.65
925,c1cnc(=O)oc1,18.79
926,c1coc(=O)cn1,18.71
927,c1cncoc1=O,18.589
928,c1ncoc(=O)n1,17.728
929,Cc1ccccc1,23.31
930,Cc1ccncc1,22.167
931,Cc1cccnc1,22.184
932,Cc1cnccn1,21.298
933,Cc1cncnc1,21.246
934,Cc1ccccn1,22.248
935,Cc1ncccn1,21.333
936,Cc1cnccn1,21.298
937,Cc1ccncn1,21.248
938,Cc1ncncn1,20.349
939,c1ccc(cc1)N,23.173
940,c1cc(cnc1)N,22.057
941,c1cnc(cn1)N,21.085
942,c1c(cncn1)N,21.137
943,c1ccnc(c1)N,21.975
944,c1cnc(nc1)N,21.04
945,c1cnc(cn1)N,21.081
946,c1cncnc1N,21.044
947,c1ncnc(n1)N,20.266
948,c1ccc(cc1)O,21.832
949,c1cnccc1O,20.501
950,c1cc(cnc1)O,20.718
951,c1cnc(cn1)O,19.287
952,c1c(cncn1)O,19.707
953,c1ccnc(c1)O,20.211
954,c1cnc(nc1)O,19.027
955,c1cnc(cn1)O,19.287
956,c1cncnc1O,19.055
957,c1ncnc(n1)O,17.897
958,Cc1cc[nH]c1C,26.923
959,Cc1ccoc1C,25.395
960,Cc1c(nc[nH]1)C,25.475
961,Cc1c(ocn1)C,24.096
962,Cc1c(cc[nH]1)N,26.72
963,Cc1c(cco1)N,25.193
964,Cc1c(nco1)N,23.878
965,Cc1cc[nH]c1N,26.48
966,Cc1ccoc1N,25.302
967,Cc1c(ocn1)N,23.806
968,Cc1c(cc[nH]1)O,26.031
969,Cc1c(cco1)O,24.393
970,Cc1c(nc[nH]1)O,24.024
971,Cc1c(nco1)O,22.645
972,Cc1cc[nH]c1O,25.999
973,Cc1c([nH]cn1)O,24.472
974,c1coc(c1N)N,24.536
975,c1nc(c(o1)N)N,23.293
976,c1c[nH]c(c1O)N,25.446
977,c1coc(c1O)N,24.081
978,c1[nH]c(c(n1)O)N,23.537
979,c1nc(c(o1)N)O,22.479
980,c1c[nH]c(c1N)O,24.818
981,c1[nH]c(c(n1)N)O,23.334
982,c1coc(c1N)O,23.893
983,c1c[nH]c(c1O)O,24.676
984,c1[nH]c(c(n1)O)O,23.364
985,Cc1c[nH]cc1C,26.981
986,Cc1c[nH]cc1N,26.984
987,Cc1c[nH]cc1O,26.093
988,Cc1cocc1C,25.392
989,Cc1cocc1N,25.208
990,c1c(c(c[nH]1)N)N,26.767
991,c1c(c(c[nH]1)O)N,24.948
992,c1c(c(co1)N)N,24.742
993,c1c(c(c[nH]1)O)O,25.271
994,Cc1cccn1C,26.091
995,Cn1cccc1N,25.772
996,Cn1cccc1O,25.178
997,Cc1nccn1C,24.819
998,Cn1ccnc1O,23.333
999,Cc1cncn1C,24.648
1000,Cn1cncc1O,23.654
1001,Cn1cc[nH]c1=O,23.477
1002,CN1C=COC1=N,23.322
1003,Cn1ccoc1=O,21.876
1004,C#Cc1ccc[nH]1,22.9
1005,C#Cc1ccco1,21.464
1006,C#Cc1cnc[nH]1,21.461
1007,C#Cc1cnco1,20.117
1008,C#Cc1[nH]ccn1,21.45
1009,C#Cc1ncco1,20.134
1010,c1cc([nH]c1)C#N,20.457
1011,c1cc(oc1)C#N,19.154
1012,c1c([nH]cn1)C#N,19.114
1013,c1c(ocn1)C#N,17.914
1014,c1cnc([nH]1)C#N,19.197
1015,c1coc(n1)C#N,18.031
1016,C#Cc1cc[nH]c1,23.043
1017,C#Cc1c[nH]cn1,21.6
1018,C#Cc1ccoc1,21.562
1019,C#Cc1cocn1,20.24
1020,c1c[nH]cc1C#N,20.53
1021,c1c(nc[nH]1)C#N,19.222
1022,c1cocc1C#N,19.235
1023,c1c(nco1)C#N,18.024
1024,c1cc([nH]c1)C=O,21.157
1025,c1cc(oc1)C=O,19.823
1026,c1c([nH]cn1)C=O,19.894
1027,c1c(ocn1)C=O,18.595
1028,c1cnc([nH]1)C=O,19.949
1029,c1coc(n1)C=O,18.814
1030,c1c[nH]cc1C=O,21.21
1031,c1c(nc[nH]1)C=O,19.978
1032,c1cocc1C=O,20.026
1033,c1c(nco1)C=O,18.797
1034,c1ccn(c1)C=O,20.718
1035,c1cn(cn1)C=O,19.54
1036,CN=c1[nH]cco1,23.906
1037,CN=c1occo1,22.015
1038,CCc1ccc[nH]1,25.594
1039,CCc1ccco1,24.157
1040,CCc1cnco1,22.821
1041,CCc1[nH]ccn1,24.253
1042,CCc1ncco1,22.922
1043,CNc1ccc[nH]1,25.007
1044,CNc1ccco1,24.03
1045,CNc1cnco1,22.613
1046,CNc1ncco1,22.842
1047,COc1ccc[nH]1,24.416
1048,COc1ccco1,22.803
1049,COc1cnc[nH]1,22.668
1050,COc1cnco1,21.373
1051,COc1[nH]ccn1,22.797
1052,COc1ncco1,21.224
1053,c1coc(n1)CN,22.424
1054,c1cc([nH]c1)CO,24.059
1055,c1cc(oc1)CO,22.717
1056,c1c([nH]cn1)CO,22.932
1057,c1c(ocn1)CO,21.414
1058,c1cnc([nH]1)CO,22.855
1059,c1coc(n1)CO,21.646
1060,CCc1cc[nH]c1,25.695
1061,CCc1c[nH]cn1,24.269
1062,CCc1ccoc1,24.173
1063,CCc1cocn1,22.939
1064,CNc1cc[nH]c1,25.578
1065,CNc1c[nH]cn1,24.132
1066,CNc1ccoc1,23.926
1067,CNc1cocn1,22.711
1068,COc1cc[nH]c1,24.264
1069,COc1c[nH]cn1,22.784
1070,COc1ccoc1,22.554
1071,COc1cocn1,21.379
1072,c1c[nH]cc1CO,24.158
1073,c1c(nc[nH]1)CO,23.088
1074,c1cocc1CO,22.715
1075,c1c(nco1)CO,21.719
1076,CCn1cccc1,25.042
1077,CCn1ccnc1,23.624
1078,c1cc2n(c1)CC2,21.109
1079,c1c2n(cn1)CC2,19.696
1080,c1cn2c(n1)CC2,19.872
1081,CC#CC(C)(C)C,33.532
1082,CC#CC(C)(C)O,32.465
1083,CC(C)(C)CC#C,33.308
1084,CC(C)(C)CC#N,31.164
1085,CC(C)(CC#C)O,32.365
1086,CC(C)(CC#N)O,30.162
1087,CC(C)(C)CC=O,32.047
1088,CC(C)(C)NC=O,31.372
1089,CC(C)(C)OC=O,30.464
1090,CC(C)(CC=O)O,31.146
1091,CC(C)(C)CCO,34.638
1092,CC(C)(CCO)O,33.548
1093,CCCC(C)(C)C,35.867
1094,CCCC(C)(C)O,34.823
1095,CCOC(C)(C)C,34.56
1096,CC(C)(C)COC,34.198
1097,CC(C)(COC)O,33.192
1098,CC(=O)C(C)(C)C,32.977
1099,CC(=O)C(C)(C)O,31.978
1100,CC(C)(C)C(=O)N,32.795
1101,CC(C)([NH3+])C([O-])=O,29.265
1102,CC(C)(C(=O)N)O,31.741
1103,CC(C)C(C)(C)C,36.54
1104,CC(C)C(C)(C)O,35.288
1105,CC(O)C(C)(C)C,35.279
1106,CC(O)C(C)(C)O,34.301
1107,CC(=N)NC(=O)C,27.919
1108,CC(=N)NC(=O)N,27.526
1109,CC(=N)OC(C)=O,26.97
1110,CC(=N)OC(N)=O,26.077
1111,CC(=O)CC(=O)C,28.109
1112,CC(=O)CC(=O)N,27.115
1113,CC(=O)NC(=O)C,27.395
1114,CC(=O)NC(=N)N,27.304
1115,CC(=O)NC(=O)N,26.787
1116,NC(=[NH2+])CC([O-])=O,28.935
1117,C(C(=O)N)C(=O)N,26.616
1118,C(=O)(N)NC(=O)N,26.151
1119,CC(C)CC(=O)C,31.985
1120,CC(C)CC(=O)N,31.641
1121,CC(C)NC(=O)C,31.389
1122,CC(C)NC(=O)N,30.706
1123,CC(C)OC(=O)C,30.038
1124,CC(C)OC(=O)N,29.57
1125,CC([NH3+])CC([O-])=O,27.757
1126,CC(O)CC(C)=O,30.598
1127,CC(O)CC(N)=O,29.418
1128,C[NH+](C)CC([O-])=O,27.655
1129,CC(C)CC(C)C,35.464
1130,CC(C)CC(C)O,34.288
1131,CC(C)OC(C)C,34.217
1132,CC(O)CC(C)O,33.159
1133,CC1(C)CC(=N)O1,27.264
1134,CC1(CC(=O)C1)C,28.491
1135,CC1(CC(=O)N1)C,27.847
1136,CC1(CC(=O)O1)C,26.255
1137,CC1(CC(=O)C1)O,27.38
1138,CC1(CC(C1)O)C,30.604
1139,CC1(O)CC(O)C1,29.349
1140,CC1CC(C1)(C)C,31.76
1141,CC1CC(C)(C)O1,30.357
1142,CC1CC(C)(O)C1,30.706
1143,CC1(CN(C1)C)O,29.667
1144,CC1(CC1(C)C)C,33.779
1145,CC1(C)CC1(C)O,32.639
1146,CC1(C(O1)(C)C)C,32.657
1147,CC1(O)CC1(C)O,31.223
1148,CC12CC(C)(C1)C2,28.159
1149,CC12CC(C)(C1)O2,27.348
1150,CC12CC(O)(C1)C2,26.957
1151,OC12CC(O)(C1)C2,25.692
1152,CC(C)(C#C)C#C,30.83
1153,CC(C)(C#C)C#N,28.717
1154,CC(C)(C#N)C#N,26.766
1155,CC(N)(C#C)C#N,28.245
1156,CC(C#N)(C#N)N,26.349
1157,CC(C#C)(C#C)O,29.569
1158,CC(O)(C#C)C#N,27.481
1159,CC(C#N)(C#N)O,25.572
1160,CC(C)(C=O)C#C,29.677
1161,CC(C)(C=O)C#N,27.643
1162,CC(O)(C=O)C#C,28.719
1163,CC(O)(C=O)C#N,26.498
1164,CC(C)(C=O)C=O,28.519
1165,CC(C=O)(C=O)O,26.757
1166,CC(C)(CO)C#C,32.249
1167,CC(C)(CO)C#N,30.144
1168,CC(N)(CN)C#N,30.27
1169,CC(N)(CO)C#N,28.898
1170,CC(O)(CN)C#N,28.987
1171,CC(O)(CO)C#C,30.608
1172,CC(O)(CO)C#N,28.405
1173,CCC(C)(C)C#C,33.384
1174,CCC(C)(C)C#N,31.282
1175,CCC(C)(N)C#N,30.976
1176,CCC(C)(O)C#C,32.264
1177,CCC(C)(O)C#N,30.161
1178,CC(C)(C#N)NC,30.736
1179,CC(C)(C#C)OC,31.893
1180,CC(C)(C#N)OC,29.887
1181,CC(C)(CO)C=O,30.941
1182,CC(O)(CO)C=O,29.559
1183,CCC(C)(C)C=O,32.199
1184,CCC(C)(O)C=O,31.318
1185,CC(C)(C=O)OC,30.81
1186,CC(C)(CO)CO,33.492
1187,CC(CO)(CO)O,31.604
1188,CCC(C)(C)CC,35.857
1189,CCC(C)(C)CO,34.624
1190,CCC(C)(C)OC,34.466
1191,CCC(C)(CC)O,34.75
1192,CCC(C)(O)CO,33.189
1193,CC(C)(CO)OC,33.275
1194,CC#CCC(=O)C,29.102
1195,CC#CCC(=O)N,28.741
1196,CC#CCC(C)C,32.46
1197,CC#CCC(C)O,31.243
1198,CC(=O)C#CC#C,25.723
1199,CC(=O)C#CC#N,23.6
1200,C#CC#CC(=O)N,25.542
1201,C(#CC(=O)N)C#N,23.314
1202,CC(=O)C#CC=O,24.682
1203,C(=O)C#CC(=O)N,24.38
1204,CC(=N)OCC#C,27.537
1205,CC(=N)OCC#N,25.531
1206,CC(=O)CCC#C,28.854
1207,CC(=O)CCC#N,26.728
1208,CC(=O)NCC#C,28.05
1209,CC(=O)NCC#N,25.984
1210,CC(=O)OCC#C,26.681
1211,CC(=O)OCC#N,24.653
1212,C#CCCC(=O)N,28.596
1213,C(CC(=O)N)C#N,26.468
1214,C#CCNC(=O)N,27.326
1215,C(C#N)NC(=O)N,25.53
1216,C#CCOC(=O)N,26.319
1217,C(C#N)OC(=O)N,24.187
1218,CC(=N)OCC=O,26.574
1219,CC(=O)CCC=O,27.576
1220,CC(=O)CNC=O,26.522
1221,CC(=O)COC=N,26.582
1222,CC(=O)COC=O,25.539
1223,CC(=O)NCC=O,26.965
1224,CC(=O)OCC=O,25.619
1225,C(CC(=O)N)C=O,27.211
1226,C(C(=O)N)NC=O,26.196
1227,NC(=O)COC=N,26.112
1228,C(C(=O)N)OC=O,25.122
1229,C(C=O)NC(=O)N,26.379
1230,C(C=O)OC(=O)N,25.275
1231,[O-]C(=O)CNC=[NH2+],25.706
1232,CC(C)C#CC#C,29.594
1233,CC(C)C#CC#N,27.251
1234,CC(O)C#CC#C,28.381
1235,CC(O)C#CC#N,26.035
1236,CC(C)C#CC=O,28.339
1237,CC(O)C#CC=O,27.125
1238,CC(C)CCC#C,32.317
1239,CC(C)CCC#N,30.158
1240,CC(C)NCC#N,29.501
1241,CC(C)OCC#C,30.851
1242,CC(C)OCC#N,28.771
1243,CC(O)CCC#C,31.127
1244,CC(O)CCC#N,28.936
1245,CN(C)CCC#N,28.992
1246,CC(C)CCC=O,31.088
1247,CC(C)CNC=O,30.198
1248,CC(C)COC=O,29.086
1249,CC(C)OCC=O,29.819
1250,CC(O)CCC=O,29.855
1251,CC(O)CNC=O,28.745
1252,CC(O)COC=N,28.918
1253,CC(O)COC=O,27.823
1254,CC(=O)NC=NC,27.814
1255,CN=CNC(=O)N,27.42
1256,CC(=O)OC=NC,26.801
1257,CN=COC(=O)N,26.581
1258,NC=[NH+]CC([O-])=O,25.786
1259,CC(C)OC=NC,30.805
1260,CC(=O)C#CCO,27.325
1261,CCC#CC(=O)C,28.531
1262,CCC#CC(=O)N,28.356
1263,C(C#CC(=O)N)O,27.15
1264,[NH3+]CC#CC([O-])=O,25.671
1265,CC(C)C#CCO,31.032
1266,CC(O)C#CCO,29.684
1267,CCC#CC(C)C,32.262
1268,CCC#CC(C)O,31.088
1269,CC(C)N=COC,30.839
1270,CC(=N)OCCO,28.474
1271,CC(=O)CCCO,30.163
1272,CC(=O)NCCO,29.109
1273,CC(=O)OCCO,27.705
1274,CCCCC(=O)C,31.44
1275,CCCCC(=O)N,31.054
1276,CCCNC(=O)C,30.683
1277,CCCNC(=O)N,30.128
1278,CCCOC(=O)C,29.339
1279,CCCOC(=O)N,28.9
1280,CC[NH2+]CC([O-])=O,27.354
1281,CCOCC(=O)C,29.766
1282,CCOCC(=O)N,29.358
1283,C[NH2+]CCC([O-])=O,26.832
1284,CC(=O)CCOC,29.661
1285,COCCC(=O)N,29.405
1286,C(CC(=O)N)CO,29.83
1287,C(CO)NC(=O)N,28.576
1288,C(COC(=O)N)O,27.28
1289,[NH3+]CCCC([O-])=O,26.844
1290,CC(C)CCCO,33.643
1291,CC(C)OCCO,31.621
1292,CC(O)CCCO,32.445
1293,CCCCC(C)C,34.915
1294,CCCCC(C)O,33.692
1295,CCCOC(C)C,33.453
1296,CCOCC(C)C,33.273
1297,CCOCC(C)O,31.636
1298,CC(C)CCOC,33.135
1299,COCCC(C)O,31.914
1300,CC1(CCC1=O)C,28.48
1301,CC1(CNC1=O)C,27.589
1302,CC1(C)COC1=N,27.018
1303,CC1(COC1=O)C,25.972
1304,CC1(C(=O)CN1)C,27.754
1305,CC1(C(=O)CO1)C,26.937
1306,CC1(N)COC1=O,25.64
1307,CC1(O)CCC1=O,27.353
1308,CC1(O)CNC1=O,26.451
1309,CC1(O)COC1=N,25.984
1310,CC1(O)COC1=O,24.923
1311,CC1(C)CCC1O,30.74
1312,CC1(C)OCC1O,29.266
1313,CC1(O)CCC1O,29.716
1314,CC1CCC1(C)C,31.786
1315,CC1CCC1(C)O,30.701
1316,CC1COC1(C)C,30.284
1317,CC1OCC1(C)C,30.107
1318,CC1OCC1(C)O,29.06
1319,CC1(C)CC1C#C,30.183
1320,CC1(C)CC1C#N,27.959
1321,CC1(C)NC1C#C,29.281
1322,CC1(C)NC1C#N,27.186
1323,CC1(C)OC1C#C,28.649
1324,CC1(C)OC1C#N,26.587
1325,CC1(O)CC1C#C,29.073
1326,CC1(O)CC1C#N,26.907
1327,CC1(C)CC1C=O,28.845
1328,CC1(CN1C=O)C,27.758
1329,CC1(C)NC1C=O,28.058
1330,CC1(C)OC1C=O,27.299
1331,CC1(O)CC1C=O,27.803
1332,CC1(C)CC1CO,31.481
1333,CC1(C)NC1CO,30.22
1334,CC1(C)OC1CO,29.775
1335,CC1(O)CC1CO,30.342
1336,CCC1CC1(C)C,32.759
1337,CCC1CC1(C)O,31.592
1338,CCC1OC1(C)C,31.338
1339,CCN1CC1(C)C,31.966
1340,COC1CC1(C)C,31.118
1341,COC1CC1(C)O,29.989
1342,CC1(CC=CC1)C,28.498
1343,CC1(CN=CO1)C,25.922
1344,CC1(O)CC=CC1,27.395
1345,CC1(CCC=C1)C,28.681
1346,CC1(COC=N1)C,25.909
1347,CC1(C=CCO1)C,27.428
1348,CC1(O)CCC=C1,27.597
1349,CC1(CCCC1)C,30.228
1350,CC1(CCCO1)C,28.7
1351,CC1(CCOC1)C,28.45
1352,CC1(COCO1)C,27.023
1353,CC1(OCCO1)C,27.271
1354,CC1(CCCC1)O,29.035
1355,CC1(O)CCOC1,27.268
1356,CC1(C)C(O)C1O,30.591
1357,CC1(O)C(O)C1O,29.487
1358,CC1C(C)C1(C)C,33.607
1359,CC1C(C)C1(C)O,32.405
1360,CC1C(O)C1(C)C,32.236
1361,CC1C(O)C1(C)O,31.098
1362,CC1N(C)C1(C)C,32.877
1363,C#CCC(=O)C#C,25.907
1364,C#CCC(=O)C#N,24.092
1365,C#CC(=O)CC#N,23.798
1366,C(C#N)C(=O)C#N,22.051
1367,C#CCC(=O)C=O,24.902
1368,C(C#N)C(=O)C=O,22.981
1369,C#CC(=N)NC=O,24.356
1370,N=C(OC=O)C#C,23.293
1371,N=C(OC=O)C#N,21.512
1372,C(=N)NC(=N)C#N,23.481
1373,C#CC(=O)NC=N,24.471
1374,N=COC(=O)C#C,23.195
1375,N=COC(=O)C#N,21.441
1376,C#CC(=O)NC=O,23.417
1377,C(=O)C(=N)NC=O,23.163
1378,N=C(OC=O)C=O,22.248
1379,C(=O)C(=N)NC=N,24.141
1380,C(=O)C(=O)NC=N,23.53
1381,N=COC(=O)C=O,22.343
1382,C(=O)C(=O)NC=O,22.54
1383,CC#CC(=O)C#C,25.629
1384,CC#CC(=O)C#N,23.824
1385,CC#CC(=O)C=O,24.832
1386,CC#CC(C)C#C,29.904
1387,CC#CC(C)C#N,27.836
1388,CC#CC(N)C#N,27.312
1389,CC#CC(O)C#C,28.527
1390,CC#CC(O)C#N,26.523
1391,CC#CC(C)C=O,28.802
1392,CC#CC(O)C=O,26.937
1393,CC(CC#C)C#C,29.706
1394,CC(CC#C)C#N,27.602
1395,CC(CC#N)C#C,27.582
1396,CC(CC#N)C#N,25.55
1397,NC(CC#C)C#N,27.234
1398,NC(CC#N)C#C,27.071
1399,NC(CC#N)C#N,25.146
1400,OC(CC#C)C#C,28.479
1401,OC(CC#C)C#N,26.433
1402,OC(CC#N)C#C,26.357
1403,OC(CC#N)C#N,24.36
1404,CC(CC#C)C=O,28.608
1405,CC(CC#N)C=O,26.382
1406,CN(CC#C)C=O,27.075
1407,CN(CC#N)C=O,25.109
1408,OC(CC#C)C=O,26.591
1409,OC(CC#N)C=O,24.692
1410,CC(CC=O)C#C,28.587
1411,CC(CC=O)C#N,26.519
1412,CC(NC=O)C#C,27.757
1413,CC(NC=O)C#N,25.702
1414,CC(OC=N)C#C,27.634
1415,CC(OC=N)C#N,25.702
1416,CC(OC=O)C#C,26.632
1417,CC(OC=O)C#N,24.694
1418,OC(CC=O)C#C,27.355
1419,OC(CC=O)C#N,25.28
1420,CC(CC=O)C=O,27.478
1421,CC(NC=O)C=O,26.513
1422,CC(OC=N)C=O,26.639
1423,CC(OC=O)C=O,25.598
1424,CN(CC=O)C=O,26.121
1425,OC(CC=O)C=O,25.572
1426,CC(=NC)NC=O,27.579
1427,CC(=NC)OC=O,27.02
1428,CN=C(N)NC=O,26.863
1429,CN=CN(C)C=O,27.096
1430,CC#CC(=O)CO,27.439
1431,CCC(=O)C#CC,28.716
1432,CC#CC(=O)NC,28.038
1433,CC#CC(=O)OC,26.489
1434,CCC(=O)CC#C,28.912
1435,CCC(=O)CC#N,26.819
1436,CNC(=O)CC#C,27.842
1437,CNC(=O)CC#N,25.845
1438,COC(=O)CC#C,26.66
1439,COC(=O)CC#N,24.617
1440,C#CCC(=O)CO,27.616
1441,C(C#N)C(=O)CO,25.548
1442,CCC(=N)NC=O,26.874
1443,CCC(=O)CC=O,27.528
1444,CCC(=O)NC=N,27.187
1445,CCC(=O)NC=O,26.378
1446,CCC(=O)OC=N,26.215
1447,CNC(=O)CC=O,26.774
1448,CNC(=O)NC=N,26.071
1449,CNC(=O)NC=O,26.01
1450,CNC(=O)OC=N,25.52
1451,COC(=N)NC=O,25.276
1452,COC(=O)CC=O,25.402
1453,COC(=O)NC=N,25.32
1454,COC(=O)NC=O,24.238
1455,C(C(=O)NC=O)N,25.834
1456,NCC(=O)OC=N,25.722
1457,C(C(=N)NC=O)O,25.093
1458,C(C=O)C(=O)CO,26.249
1459,C(C(=O)NC=N)O,26.269
1460,C(C(=O)NC=O)O,25.203
1461,OCC(=O)OC=N,25.013
1462,CC#CC(C)CO,31.269
1463,CC#CC(O)CO,29.344
1464,CCC(C)C#CC,32.502
1465,CCC(O)C#CC,31.297
1466,COC(C)C#CC,30.902
1467,CC(CO)CC#C,31.13
1468,CC(CO)CC#N,28.99
1469,CCC(C)CC#C,32.331
1470,CCC(C)CC#N,30.173
1471,CCC(O)CC#C,31.246
1472,CCC(O)CC#N,29.062
1473,CCN(C)CC#N,29.115
1474,COC(C)CC#C,30.835
1475,COC(C)CC#N,28.7
1476,OCC(O)CC#C,29.243
1477,OCC(O)CC#N,27.676
1478,CC(CO)CC=O,29.951
1479,CC(CO)NC=O,28.787
1480,CC(CO)OC=N,28.59
1481,CC(CO)OC=O,27.628
1482,CCC(C)CC=O,31.147
1483,CCC(C)NC=O,30.371
1484,CCC(C)OC=O,29.321
1485,CCC(O)CC=O,29.997
1486,COC(C)CC=O,29.678
1487,OCC(O)CC=O,28.049
1488,CCN=C(C#N)N,27.74
1489,CCN=C(C=O)N,28.114
1490,CCCC(=O)C#C,28.48
1491,CCCC(=O)C#N,26.677
1492,CCNC(=N)C#N,27.173
1493,CCNC(=O)C#C,27.757
1494,CCOC(=N)C#C,27.313
1495,CCOC(=N)C#N,25.405
1496,CCOC(=O)C#C,26.359
1497,CCOC(=O)C#N,24.526
1498,CNCC(=O)C#N,25.903
1499,COCC(=O)C#C,26.65
1500,COCC(=O)C#N,24.938
1501,C#CC(=O)CCO,27.189
1502,C(CO)C(=O)C#N,25.389
1503,CCCC(=O)C=O,27.451
1504,CCNC(=N)C=O,27.725
1505,CCNC(=O)C=O,26.294
1506,CCOC(=N)C=O,26.086
1507,CCOC(=O)C=O,25.381
1508,COCC(=O)C=O,25.694
1509,C(CO)C(=O)C=O,26.26
1510,CCC(=O)CCO,30.129
1511,CCC(=O)COC,29.599
1512,CCCC(=O)CC,31.407
1513,CCCC(=O)CO,30.121
1514,CCCC(=O)NC,30.574
1515,CCCC(=O)OC,29.202
1516,CCC(=O)NCC,30.558
1517,CCNC(=O)CO,29.469
1518,CCNC(=O)NC,30.187
1519,CCNC(=O)OC,28.628
1520,CCOC(=N)CC,30.074
1521,CCOC(=N)CO,28.916
1522,CCOC(=N)OC,28.154
1523,CCC(=O)OCC,29.302
1524,CCOC(=O)CN,28.803
1525,CCOC(=O)CO,28.091
1526,CCOC(=O)NC,28.771
1527,CNC(=O)CCO,29.342
1528,CNC(=O)COC,28.848
1529,CNCC(=O)OC,28.321
1530,COC(=N)CCO,28.714
1531,COC(=O)CCO,27.932
1532,COCC(=N)OC,28.103
1533,COCC(=O)CO,28.328
1534,COCC(=O)OC,27.427
1535,C(CO)C(=O)CO,28.864
1536,CC(CCO)C#C,31.099
1537,CC(CCO)C#N,28.981
1538,CCCC(C)C#C,32.351
1539,CCCC(C)C#N,30.226
1540,CCCC(N)C#N,29.747
1541,CCCC(O)C#C,31.07
1542,CCCC(O)C#N,28.988
1543,CCNC(C)C#N,29.68
1544,CCOC(C)C#C,30.817
1545,CCOC(C)C#N,28.799
1546,CNCC(O)C#N,27.429
1547,COCC(C)C#C,30.547
1548,COCC(C)C#N,28.484
1549,COCC(N)C#N,27.997
1550,COCC(O)C#C,29.347
1551,COCC(O)C#N,27.285
1552,NC(CCO)C#N,28.485
1553,OCCC(O)C#C,29.818
1554,OCCC(O)C#N,27.734
1555,CC(CCO)C=O,29.991
1556,CCCC(C)C=O,31.221
1557,CCCC(O)C=O,29.301
1558,CCCN(C)C=O,29.774
1559,CCOC(C)C=O,29.742
1560,CN(CCO)C=O,28.245
1561,COCC(C)C=O,29.323
1562,COCC(O)C=O,27.505
1563,OCCC(O)C=O,28.066
1564,CC(CO)CCO,32.45
1565,CCC(C)CCO,33.666
1566,CCC(C)COC,33.142
1567,CCC(O)CCO,32.434
1568,CCC(O)COC,31.975
1569,CCCC(C)CC,34.924
1570,CCCC(C)CO,33.726
1571,CCCC(C)OC,33.356
1572,CCCC(O)CC,33.722
1573,CCCC(O)CO,31.768
1574,CCOC(C)CC,33.462
1575,CCOC(C)CO,31.666
1576,COC(C)CCO,32.093
1577,COCC(C)CO,31.91
1578,COCC(C)OC,31.597
1579,COCC(O)CO,29.996
1580,OCCC(O)CO,30.491
1581,CC(=O)C(=O)C#C,25.448
1582,CC(=O)C(=O)C#N,23.724
1583,C#CC(=O)C(=N)N,25.653
1584,C(#N)C(=O)C(=N)N,24.091
1585,C#CC(=O)C(=O)N,24.719
1586,CC(=O)C(=O)C=O,24.694
1587,C(=O)C(=O)C(=N)N,24.815
