,BCCvolume_pa_min_value,BCCefflatcnt_min_value,GSestBCClatcnt_min_value,GSvolume_pa_min_value,AtomicVolume_arithmetic_average,GSestFCClatcnt_min_value,HeatVaporization_arithmetic_average,CovalentRadius_min_value,CovalentRadii_min_value,BoilingT_arithmetic_average,GSenergy_pa_composition_average,IsSimpleCubic_composition_average,n_ws^third_arithmetic_average,HeatVaporization_composition_average,AtomicVolume_composition_average,IsNonmetal_composition_average,IonicRadii_difference,AtomicVolume_difference,IonicRadii_min_value,IsPnictide_composition_average,Density_composition_average,GSbandgap_composition_average,AtomicRadii_composition_average,ThermalExpansionCoefficient_min_value,IsMetal_composition_average,target
86,14.16,6.096226278,3.033694224,13.96,21.20724418031505,3.822215211,70.81,120.0,1.16,1069.0,-2.3553959125,0.0,0.66,70.81,21.20724418031505,0.5,0.24,12.0031208910251,0.5,0.0,5979.5,0.3995,1.366,30.2,0.5,545.5857357344355
87,6.98,4.815689402,2.508239481,7.89,6214.511443458908,3.160183721,151.4876,71.0,0.75,1525.736666666667,-5.176257875,0.0,1.41,150.85111999999995,7448.826294690194,0.4,1.26,18584.400790163352,0.45,0.4,1049.7004,2.5748,1.21,11.3,0.6000000000000001,545.5857357344355
88,6.98,4.815689402,2.508239481,7.89,6218.640091283586,3.160183721,145.56426666666667,71.0,0.75,1491.736666666667,-5.123154682,0.0,1.3866666666666665,147.29712,7451.303483385002,0.4,1.26,18584.400790163352,0.45,0.4,1265.7004000000004,2.5748,1.246,11.3,0.6000000000000001,542.5857359726408
89,14.61,6.160132677999999,3.444849839,20.44,46.60795845208656,4.340238825,146.06666666666666,105.0,1.02,1617.24,-3.2738730352083336,0.0,0.7,87.9,47.79965313176297,0.5,1.35,72.62457412836291,0.26,0.0,1879.0,1.2298333333333331,1.6816666666666666,2.6,0.3333333333333333,542.5857359726408
90,6.6,4.726663002,2.242692341,5.64,6218.882395703533,2.825615289,284.8976,71.0,0.75,2010.736666666667,-6.82885241875,0.0,1.42,214.3714,9312.28653843235,0.75,1.55,18583.673876903507,0.16,0.5,1223.1255,4.3425,1.225,1.0,0.25,429.5857449450435
91,7.33,4.894871769,2.630893787,9.105,4677.05659765145,3.314718462,318.477725,66.0,0.73,2895.525,-5.0703795265,0.6,0.9125,143.11654,11173.418150472751,0.6,0.7799999999999999,18574.150436930217,0.64,0.0,2815.0574,0.0,1.2060000000000002,6.3,0.4,429.5857449450435
92,18.82,6.702649876000001,3.583307493,23.005,40.30709815377887,4.514684539,208.6233333333333,120.0,1.22,2168.333333333333,-2.749060903333333,0.0,1.04,208.6233333333333,40.30709815377887,0.0,0.73,32.662154394147805,0.53,0.0,3167.666666666666,0.1276666666666666,1.83,5.7,0.6666666666666666,376.58574915333855
93,7.33,4.894871769,2.630893787,9.105,4671.2943850770425,3.314718462,283.342725,66.0,0.73,2488.275,-4.67700334725,0.6,0.945,128.73254,11170.148650353169,0.6,0.7799999999999999,18574.150436930217,0.62,0.0,2782.2574,0.0,1.152,6.3,0.4,376.58574915333855
94,7.33,4.894871769,2.630893787,9.105,9305.903839986242,3.314718462,129.73545,66.0,0.73,1283.55,-4.058977264,0.6,0.655,104.47054,11163.162505286871,0.6,0.7799999999999999,18572.58665300632,0.62,0.0,2362.4574,0.0,1.002,19.7,0.4,359.5857505031691
95,8.43,5.128407411,2.687689729,9.7075,4673.982046457921,3.386276865,112.66745,57.0,0.72,1414.4,-2.7896865240625,0.25,0.5775,112.66745,4673.982046457921,0.5,1.04,18589.7786253967,0.29,0.0,3377.9240000000004,1.043,1.3544999999999998,16.5,0.5,359.5857505031691
96,14.63,6.162942317000001,3.051696628,14.21,22.1699869562009,3.84489682,315.7750000000001,139.0,1.27,3280.5,-5.694412043333332,0.0,1.545,233.1733333333333,24.843799118730303,0.0,0.13,16.042872975176394,0.63,0.6666666666666666,11984.666666666668,0.0,1.5123333333333333,6.4,1.0,637.5857284294706
97,19.65,6.7997693120000005,3.390921571,19.495,52.630844026267326,4.272293466,154.4525,138.0,1.25,1745.5,-2.669709065001667,0.0,0.7424999999999999,119.845,46.40612559169396,0.0,0.79,95.875990352129,0.95,0.0,5899.166666666668,0.2319999999999999,1.806,5.2,0.5,637.5857284294706
98,7.33,4.894871769,2.630893787,9.105,4667.157546230841,3.314718462,131.102725,66.0,0.73,1360.4,-4.465475159375,0.25,1.045,131.102725,4667.157546230841,0.5,1.23,18576.9914827546,0.17,0.25,3359.10725,0.40625,1.288,11.3,0.5,335.585752408812
99,20.17,6.859228862999999,3.728679007,25.92,46.0890431502614,4.697841169,83.25999999999998,120.0,1.16,1550.5,-2.697157085,0.0,0.405,83.25999999999998,46.0890431502614,0.5,0.92,37.7604770488676,0.5,0.0,4164.5,0.3995,1.81,20.6,0.5,335.585752408812
100,14.16,6.096226278,3.1964805060000003,16.33,37.07604506107028,4.027313073999999,87.48249999999999,105.0,1.02,1184.555,-3.5522128438537504,0.0,0.915,78.82,30.859933197273197,0.625,1.34,58.7722167331871,0.17,0.125,3937.375,1.304125,1.44975,18.9,0.375,187.5857641602773
101,14.16,6.096226278,3.033694224,13.96,41.6700790468092,3.822215211,80.94333333333333,122.0,1.25,1157.6666666666663,-1.943536871,0.0,0.6566666666666667,74.072,46.96295810921054,0.0,0.77,60.6421809482754,0.74,0.0,4266.4,0.1856,1.8464,18.8,0.6000000000000001,187.5857641602773
102,8.43,5.128407411,2.687689729,9.7075,6223.8766947912245,3.386276865,177.82326666666663,57.0,0.72,1658.6266666666666,-2.2688053333333333,0.6666666666666666,0.8366666666666667,90.54653333333331,12412.742631059911,0.6666666666666666,0.6900000000000001,18586.91018106004,0.64,0.0,2443.297333333333,1.3133333333333332,1.0675,11.8,0.3333333333333333,413.58574621547217
103,8.43,5.128407411,2.687689729,9.7075,6227.092078423952,3.386276865,178.92326666666665,57.0,0.72,1821.293333333333,-2.3089234433333337,0.6666666666666666,0.8266666666666667,91.09653333333333,12414.350322876277,0.6666666666666666,0.7799999999999999,18586.91018106004,0.64,0.0,2589.964,1.3133333333333332,1.0791666666666668,11.8,0.3333333333333333,413.58574621547217
104,19.65,6.7997693120000005,3.390921571,19.495,27.768357089171094,4.272293466,75.25,138.0,1.36,1150.5,-1.976738365835,0.0,0.62,75.25,27.768357089171094,0.0,0.02,12.3766632667522,0.95,0.0,7445.0,0.2319999999999999,1.5445000000000002,18.8,0.5,302.5857550290712
105,6.98,4.815689402,3.091182017,14.76875,6229.219890579096,3.894645292,70.32093333333333,71.0,0.75,1360.0700000000004,-3.619874066,0.0,1.24,98.27255999999998,3763.519647017335,0.2,0.95,18562.30754317501,0.76,0.4,3445.6502,1.2874,1.834,11.0,0.8,302.5857550290712
106,7.33,4.894871769,2.630893787,9.105,9303.778814998068,3.314718462,256.93045,66.0,0.73,2094.05,-5.18069783,0.6666666666666666,0.89,172.42393333333337,12399.918265495178,0.6666666666666666,0.7699999999999999,18576.836702982662,0.63,0.0,7030.952666666667,0.0,0.9466666666666664,8.8,0.3333333333333333,369.5857497091512
107,15.62,6.29893322,3.722284555,25.786875,51.50720523887455,4.689784663999999,43.45,105.0,1.02,874.86,-2.59737821604,0.0,0.325,43.45,51.50720523887455,0.5,1.22,48.68131888840671,0.29,0.0,1408.0,1.101,1.81,70.0,0.5,369.5857497091512
108,7.33,4.894871769,2.630893787,9.105,4675.988074031349,3.314718462,125.595225,66.0,0.73,1721.275,-4.245553042916667,0.5833333333333334,0.865,73.468025,10858.660095251924,0.5833333333333334,0.8799999999999999,18575.60274197189,0.54,0.1666666666666666,1859.50025,0.0,1.1141666666666667,11.0,0.4166666666666666,219.58576161942003
109,7.33,4.894871769,2.630893787,9.105,6217.458975055531,3.314718462,135.5703,66.0,0.73,1475.273333333333,-5.30800001575,0.4,0.4033333333333333,160.68436,7455.517460907701,0.6000000000000001,1.11,18565.030620694728,0.29,0.0,2181.3716,0.4404,1.27,11.3,0.4,219.58576161942003
110,16.2,6.375951415,3.1964805060000003,16.33,28.01518318498586,4.027313073999999,231.52,138.0,1.34,2438.0,-3.878149587085,0.0,0.8566666666666667,186.2975,29.5005595693762,0.0,0.1799999999999999,16.881040772656398,0.97,0.0,6860.5,0.2319999999999999,1.6135000000000002,11.3,0.5,1826.5856340207388
111,16.2,6.375951415,3.1964805060000003,16.33,23.097921164770003,4.027313073999999,193.91666666666669,120.0,1.16,2165.333333333333,-3.9981226175,0.0,0.8766666666666667,152.0175,24.1256420300344,0.5,0.6499999999999999,10.1331566759368,0.5,0.0,5778.25,0.3995,1.4625,10.0,0.5,1826.5856340207388
112,6.98,4.815689402,2.508239481,7.89,6221.855474916315,3.160183721,146.66426666666666,71.0,0.75,1654.4033333333334,-5.171296414,0.0,1.3766666666666665,147.95712,7453.232713564638,0.4,1.26,18584.400790163352,0.45,0.4,1441.7004,2.5748,1.2600000000000002,11.3,0.6000000000000001,1797.5856363233909
113,6.11,4.606669594,2.429779429,7.1725,15.431418330618616,3.061330249,272.76666666666665,84.0,0.82,2730.24,-4.638196602917501,0.0,1.0733333333333333,207.075,18.36520019663176,0.5,0.5,19.86877852938646,0.23,0.0,3825.0,1.482,1.1995,4.7,0.25,1797.5856363233909
114,22.88,7.153611229,3.577326635,22.89,28.589490909086948,4.50714913,89.115,138.0,1.36,1312.0,-2.341787408335,0.0,0.585,89.115,28.589490909086948,0.0,0.25,10.7343956269205,0.72,0.0,3989.0,0.2319999999999999,1.6,18.8,0.5,230.58576074600023
115,7.33,4.894871769,2.630893787,9.105,4678.185955960521,3.314718462,320.045225,66.0,0.73,2925.275,-4.9166741675,0.6,0.905,143.74354,11173.86989379638,0.6,0.7799999999999999,18574.150436930217,0.64,0.0,2982.4574,0.0,1.2127,5.2,0.4,230.58576074600023
116,7.33,4.894871769,2.630893787,9.105,4678.185955960521,3.314718462,320.045225,66.0,0.73,2925.275,-4.9166741675,0.6,0.905,143.74354,11173.86989379638,0.6,0.7799999999999999,18574.150436930217,0.64,0.0,2982.4574,0.0,1.2127,5.2,0.4,2151.5856082151568
117,7.33,4.894871769,2.630893787,9.105,6223.263002820116,3.314718462,267.1269666666667,66.0,0.73,2207.0333333333333,-5.18149773,0.6,0.7633333333333333,161.64054,11170.83666828783,0.6,0.57,18569.92845529496,0.83,0.0,3188.8574,0.0,1.1808,5.9,0.4,2151.5856082151568
118,7.33,4.894871769,2.630893787,9.105,6228.560449443761,3.314718462,168.5036333333333,66.0,0.73,1560.7,-4.040113710276667,0.5,0.7233333333333334,98.20545,9324.32059099886,0.5,0.9,18574.560849330595,0.61,0.0,1037.2145,0.0,1.3896666666666668,8.6,0.5,317.58575383804435
119,14.16,6.096226278,3.2135708380000003,16.5933333333,35.02710355767429,4.048845545,98.8,107.0,1.06,1274.5,-2.9844031841666663,0.0,1.1566666666666665,98.8,35.02710355767429,0.3333333333333333,1.09,33.779072696631104,0.17,0.3333333333333333,1662.6666666666663,0.5416666666666666,1.66,22.5,0.6666666666666666,317.58575383804435
120,14.16,6.096226278,3.2135708380000003,16.5933333333,38.2424871904039,4.048845545,99.9,107.0,1.06,1437.166666666667,-3.064639404166667,0.0,1.1466666666666665,99.9,38.2424871904039,0.3333333333333333,1.25,43.4252235948199,0.17,0.3333333333333333,1956.0,0.5416666666666666,1.6833333333333336,20.6,0.6666666666666666,679.5857250945952
121,7.33,4.894871769,2.630893787,9.105,4686.611566915787,3.314718462,82.785225,66.0,0.73,1287.275,-3.721191205667,0.6,0.4125,48.83954,11177.240138178486,0.6,0.45,18558.240477766853,0.97,0.0,1589.8574,0.0464,1.257,18.8,0.3,679.5857250945952
122,17.94,6.596508714,3.353549368,18.8575,23.409659054455,4.225207441,141.19,120.0,1.16,1717.5,-3.287377267,0.0,0.655,118.216,24.16948816872952,0.6,0.12,7.5982911427452,0.5,0.0,5253.0,0.4794000000000001,1.404,19.7,0.4,614.5857302557117
123,7.33,4.894871769,2.630893787,9.105,9328.58322408205,3.314718462,71.80545,66.0,0.73,1116.55,-3.3401570825,0.5,0.405,71.80545,9328.58322408205,0.5,0.02,18527.227884814707,1.4,0.0,1755.7145,0.0,1.475,20.6,0.5,614.5857302557117
124,15.07,6.224116959,3.108612885,15.02,43.24179369629597,3.91660681,204.01666666666668,119.0,1.2,1982.0,-3.451391592,0.0,1.2733333333333332,142.73,48.81805973420832,0.0,1.0300000000000002,77.2804883382415,0.58,0.4,7121.6,0.0,1.824,8.8,1.0,577.5857331935781
125,14.16,6.096226278,3.560590636,22.5702380952,35.5756545595564,4.486063093,83.535,107.0,1.06,1155.25,-3.67441930375,0.0,1.28,83.535,35.5756545595564,0.5,0.83,14.7230654858304,0.17,0.5,1686.5,0.8125,1.625,22.3,0.5,577.5857331935781
126,6.11,4.606669594,2.429779429,7.1725,4669.5100894067045,3.061330249,193.927725,66.0,0.73,1845.275,-4.254913386212728,0.5454545454545454,0.94,130.67867272727273,10154.695189828692,0.5454545454545454,1.17,18584.89939922412,0.23,0.0,1084.234,0.2770909090909091,1.1127272727272728,4.7,0.2727272727272727,910.5857067527812
127,15.07,6.224116959,3.108612885,15.02,66.4082396573291,3.91660681,289.095,136.0,1.3,2521.0,-2.5792542000000003,0.0,1.165,215.31,83.42416504086074,0.0,1.11,102.0955523011898,0.63,0.0,8282.666666666666,0.0,2.24,8.8,1.0,910.5857067527812
128,8.43,5.128407411,2.687689729,9.7075,6215.718558025381,3.386276865,98.82326666666668,57.0,0.72,1095.6266666666666,-1.88217440875,0.75,0.8233333333333333,39.10235,13956.899813839893,0.75,0.5900000000000001,18586.4028835938,0.74,0.0,2311.272,1.4775,0.92525,28.8,0.25,217.5857617782236
129,7.33,4.894871769,2.630893787,9.105,6210.471169701335,3.314718462,176.16029999999995,66.0,0.73,1563.3666666666668,-4.571555412,0.6,0.92,107.06054,11163.16156841656,0.6,0.7899999999999999,18574.560849330595,0.61,0.0,2632.2574,0.0,1.0254,8.6,0.4,217.5857617782236
130,7.33,4.894871769,2.630893787,9.105,6221.775259078553,3.314718462,75.3503,66.0,0.73,1235.6999999999996,-2.969262120714286,0.1428571428571428,0.7233333333333334,108.29012857142855,2689.189823226696,0.1428571428571428,0.6399999999999999,18562.00574304561,0.76,0.2857142857142857,2799.347,0.0,1.6842857142857142,11.0,0.8571428571428571,199.5857632074558
131,7.33,4.894871769,2.630893787,9.105,6216.350721622317,3.314718462,59.3003,66.0,0.73,796.5333333333333,-4.450059032083333,0.6666666666666666,0.9233333333333332,31.35560000000001,12404.273944055856,0.8333333333333333,1.4200000000000002,18563.98304467276,0.17,0.1666666666666666,2279.786,0.2708333333333333,0.985,29.9,0.1666666666666666,199.5857632074558
132,8.43,5.128407411,2.687689729,9.7075,4696.785947144922,3.386276865,82.77745,57.0,0.72,982.72,-1.543053757833,0.6,0.6225,41.51988,11191.264264103062,0.6,0.72,18572.96769076769,1.02,0.0,1658.6176,1.182,1.3270000000000002,29.9,0.4,571.5857336699888
133,8.43,5.128407411,2.687689729,9.7075,9308.15347679858,3.386276865,198.2849,57.0,0.72,1660.44,-2.38600368,0.8,0.835,81.27584,14884.226531116592,0.8,0.6900000000000001,18586.91018106004,0.64,0.0,2405.9568,1.5759999999999998,0.851,11.8,0.2,571.5857336699888
134,8.43,5.128407411,2.687689729,9.7075,4696.146392544792,3.386276865,98.8387,57.0,0.72,1132.47,-1.5824662008330002,0.6,0.635,47.94438,11191.00844226301,0.6,0.94,18575.525909168213,0.8,0.0,1204.6176,1.182,1.3219999999999998,32.1,0.4,170.5857655101078
135,7.33,4.894871769,2.630893787,9.105,6219.783413065937,3.314718462,146.93696666666668,66.0,0.73,1648.3666666666668,-3.71154141,0.4,0.77,148.94436000000005,7452.6754695238205,0.4,0.6699999999999999,18580.3672245575,0.73,0.0,4094.5716,0.0,1.2332,16.5,0.6000000000000001,170.5857655101078
136,8.43,5.128407411,2.687689729,9.7075,6214.593678775156,3.386276865,136.31326666666666,57.0,0.72,1379.96,-1.92367659375,0.75,0.8533333333333333,53.16110000000001,13956.477984121057,0.75,0.6200000000000001,18586.4028835938,0.71,0.0,1807.522,1.4775,0.909,22.0,0.25,99.58577114763511
137,8.43,5.128407411,2.687689729,9.7075,6216.718459348821,3.386276865,131.16993333333335,57.0,0.72,1333.2933333333335,-1.8701983825,0.75,0.8266666666666667,51.23235,13957.274776836182,0.75,0.6200000000000001,18580.028541872805,0.71,0.0,1996.272,1.4775,0.928625,22.0,0.25,99.58577114763511
138,8.43,5.128407411,2.687689729,9.7075,4697.879031225325,3.386276865,140.57995,57.0,0.72,1450.72,-1.962245982333,0.6,0.645,64.64088000000001,11191.701497735225,0.6,0.72,18568.595354446083,1.02,0.0,920.8176,1.182,1.3370000000000002,11.3,0.4,593.5857319231493
139,7.33,4.894871769,2.630893787,9.105,9342.419059167189,3.314718462,36.30545,66.0,0.73,525.55,-2.2278206516666668,0.3333333333333333,0.3,47.2703,6259.159690059784,0.3333333333333333,0.2100000000000002,18499.556214644424,1.4,0.0,1021.8096666666668,0.0,1.8966666666666667,91.0,0.6666666666666666,593.5857319231493
140,8.43,5.128407411,2.687689729,9.7075,6239.1718208142565,3.386276865,220.9899333333333,57.0,0.72,1909.293333333333,-2.295666038888889,0.6666666666666666,0.6699999999999999,83.16875555555556,12424.244361214529,0.6666666666666666,0.7700000000000001,18578.34262405941,0.84,0.0,1065.0195555555556,1.3133333333333337,1.2088888888888891,5.7,0.3333333333333333,792.5857161221927
141,8.43,5.128407411,2.687689729,9.7075,6238.839410122672,3.386276865,244.51326666666668,57.0,0.72,1973.96,-2.4521483477777783,0.6666666666666666,0.6833333333333333,91.00986666666668,12424.133557650666,0.6666666666666666,0.7800000000000001,18579.33985613416,0.83,0.0,1820.464,1.3133333333333337,1.2048888888888891,5.9,0.3333333333333333,792.5857161221927
142,8.43,5.128407411,2.687689729,9.7075,6247.111098110321,3.386276865,244.02660000000003,57.0,0.72,1968.293333333333,-2.427990888888889,0.6666666666666666,0.6666666666666667,90.68542222222224,12429.648016309098,0.6666666666666666,0.91,18579.33985613416,0.83,0.0,1897.5751111111117,1.3133333333333337,1.2471111111111108,5.9,0.3333333333333333,204.58576281044685
143,17.94,6.596508714,3.353549368,18.8575,25.049075887141534,4.225207441,135.52,122.0,1.26,1592.6666666666663,-2.77169926524,0.0,0.8500000000000001,116.3585714285714,28.08968675887837,0.0,0.35,14.3461752394648,0.62,0.0,6488.285714285714,0.2651428571428572,1.5298571428571428,18.8,0.4285714285714285,204.58576281044685
144,8.43,5.128407411,2.687689729,9.7075,6210.50421244399,3.386276865,170.62326666666667,57.0,0.72,1500.293333333333,-2.07076752875,0.75,0.9966666666666666,66.02735,13954.94443424687,0.75,0.6900000000000001,18586.91018106004,0.64,0.0,2396.647,1.4775,0.878375,11.8,0.25,457.5857427217933
145,8.43,5.128407411,2.687689729,9.7075,6212.628993017653,3.386276865,165.47993333333332,57.0,0.72,1453.6266666666668,-2.0172893175,0.75,0.97,64.0986,13955.741226961994,0.75,0.6900000000000001,18586.91018106004,0.64,0.0,2585.397,1.4775,0.898,11.8,0.25,457.5857427217933
146,15.07,6.224116959,3.108612885,15.02,53.327675036443125,3.91660681,196.06333333333336,105.0,1.02,1919.906666666667,-4.020405426111111,0.0,0.7766666666666667,189.64777777777772,43.29551170163728,0.4444444444444444,1.45,102.0955523011898,0.29,0.0,8318.666666666666,0.9786666666666668,1.6177777777777775,8.8,0.5555555555555556,679.5857250945952
147,27.09,7.567916457999999,3.981581991,31.56,53.0196440634335,5.016478962,72.435,139.0,1.4,1446.0,-1.8524953699975,0.0,0.955,74.6675,64.43375437325571,0.0,0.75,45.6564412392888,0.76,0.25,2316.25,0.0,2.16,11.0,1.0,679.5857250945952
148,8.43,5.128407411,2.687689729,9.7075,4670.853320645628,3.386276865,189.68995,57.0,0.72,1738.72,-2.3247607708330005,0.6,0.925,93.71988,11172.009699578644,0.6,0.92,18587.88305751785,0.67,0.0,3712.8176,1.182,1.0985,8.2,0.4,1382.5856692751352
149,8.43,5.128407411,2.687689729,9.7075,4686.853339466645,3.386276865,166.46745,57.0,0.72,1542.47,-2.062892269833,0.6,0.7949999999999999,75.14188,11184.80971463546,0.6,0.94,18587.88305751785,0.67,0.0,1649.2176,1.182,1.2525000000000002,8.2,0.4,1382.5856692751352
150,8.43,5.128407411,2.687689729,9.7075,6236.315968480713,3.386276865,155.2566,57.0,0.72,1427.293333333333,-1.9169789294444448,0.6666666666666666,0.7566666666666666,61.25764444444446,12423.29241043668,0.6666666666666666,0.97,18586.91018106004,0.64,0.0,1677.464,1.3133333333333337,1.1838888888888892,11.8,0.3333333333333333,429.5857449450435
151,16.2,6.375951415,3.1964805060000003,16.33,20.2929590310761,4.027313073999999,189.25000000000003,120.0,1.16,2061.6666666666665,-3.363100125,0.0,0.9166666666666669,148.5175,22.02192042976397,0.5,0.6499999999999999,10.6143801083177,0.5,0.0,5707.0,0.3995,1.4185,18.9,0.5,429.5857449450435
152,16.2,6.375951415,3.1964805060000003,16.33,22.54225372998264,4.027313073999999,197.35333333333327,121.0,1.18,2162.6666666666665,-3.198355423335,0.0,0.9166666666666669,160.6725,25.39586247812377,0.0,0.6099999999999999,17.3622642050373,0.54,0.0,6417.5,0.2319999999999999,1.5185,18.8,0.5,348.5857513765887
153,7.33,4.894871769,2.630893787,9.105,6209.155578126673,3.314718462,215.3003,66.0,0.73,1891.033333333333,-4.65927906,0.5,0.9133333333333332,162.32795,9304.915975217356,0.5,0.7299999999999999,18578.47165667865,0.67,0.0,3246.9645,0.0,1.08875,8.2,0.5,348.5857513765887
154,7.33,4.894871769,2.630893787,9.105,6205.917539410682,3.314718462,266.4336333333333,66.0,0.73,2419.366666666667,-5.1119710375,0.5,1.0766666666666669,200.67795,9302.487446180365,0.5,0.7299999999999999,18580.3672245575,0.67,0.0,5343.2145,0.0,1.02075,8.2,0.5,330.5857528058209
155,13.91,6.060136003999999,3.000740558,13.51,20.89099811297065,3.780696194,290.085,107.0,1.06,2488.25,-6.665217218333334,0.0,1.74,197.5233333333333,23.3320393475275,0.6666666666666666,0.45,14.646247407341098,0.17,0.6666666666666666,5338.666666666666,1.0833333333333333,1.295,6.4,0.3333333333333333,330.5857528058209
156,20.17,6.859228862999999,3.728679007,25.92,35.072995964149605,4.697841169,90.495,120.0,1.16,1357.5,-2.7095607375,0.0,0.455,90.495,35.072995964149605,0.5,0.5,15.728382676644,0.5,0.0,3184.5,0.3995,1.685,22.3,0.5,833.7677456801904
157,7.33,4.894871769,2.630893787,9.105,6228.682388050931,3.314718462,256.8036333333333,66.0,0.73,2046.3666666666663,-4.286689659165834,0.6666666666666666,0.7633333333333333,79.00726666666667,12415.260254912064,0.6666666666666666,0.87,18574.195033509084,0.64,0.0,929.1193333333332,0.0,1.19325,7.3,0.3333333333333333,833.7677456801904
