,phi_composition_average,AtomicNumber_min_value,AtomicWeight_min_value,k_condition,Number_min_value,BCCvolume_padiff_composition_average,ThermalExpansionCoefficient_min_value,ElectronAffinity_difference,ShearModulus_composition_average,CovalentRadius_max_value,phi_max_value,BulkModulus_min_value,NUnfilled_composition_average,ICSDVolume_max_value,BCCfermi_max_value,HeatFusion_max_value,NpValence_composition_average,valence_composition_average,NValance_composition_average,IsBoron_arithmetic_average,CovalentRadius_arithmetic_average,n_ws^third_difference,ThermalConductivity_composition_average,GSenergy_pa_composition_average,IonizationEnergy_min_value,target
99,3.85,12.0,24.305,400.0,12.0,-1.7200662251655627,2.6,0.0,11.456953642384104,145.0,4.7,45.0,1.3311258278145697,23.4,9.91441468,50.21,0.6622516556291391,2.66225165562914,4.04635761589404,0.0,129.25,0.3300000000000001,143.4900662251656,-2.728880500728477,731.0,0.789580712
100,4.462352941176472,26.0,55.845,400.0,26.0,-3.1101470588235296,5.2,77.0,33.82352941176471,207.0,5.1,28.0,3.5294117647058822,37.4,8.38916182,19.79,2.117647058823529,4.941176470588236,12.705882352941178,0.0,151.0,0.5900000000000001,37.98235294117647,-5.074866852352941,538.1,-0.124938737
101,3.863,12.0,24.305,1000.0,12.0,-1.9314,2.6,0.0,11.413333333333336,148.0,4.7,31.0,1.3266666666666669,35.3,9.91441468,50.21,0.6733333333333333,2.6733333333333333,2.833333333333333,0.0,133.33333333333334,0.3400000000000001,152.39913333333334,-2.826812717633333,703.3,-0.124938737
102,3.8666666666666663,12.0,24.305,400.0,12.0,-1.95,2.6,0.0,11.333333333333336,141.0,4.7,45.0,1.3333333333333333,23.4,9.91441468,50.21,0.6666666666666666,2.6666666666666665,2.6666666666666665,0.0,126.0,0.3300000000000001,153.33333333333334,-2.836487541666667,737.7,0.190804961
103,1.2554,8.0,15.9994,400.0,8.0,-1.26115,5.2,0.0,10.178,207.0,3.8,28.0,2.98,56.0,7.77495265,14.15,2.4,2.42,4.82,0.0,157.0,0.68,5.4458400000000005,-4.8105779387,538.1,0.190804961
104,4.200740740740741,13.0,26.9815386,400.0,13.0,-3.132962962962963,2.6,0.0,8.451851851851849,215.0,4.7,9.6,3.703703703703704,62.8,9.91441468,50.21,1.4074074074074074,3.4074074074074074,3.4074074074074074,0.25,160.5,0.69,154.895,-4.404107027592593,502.9,0.113943352
105,1.432,8.0,15.9994,400.0,8.0,-1.2923172414,13.4,0.0,17.172,176.0,4.45,17.0,2.26,44.1,8.46315729,12.91,2.46,3.06,5.94,0.0,132.25,0.7000000000000001,37.88184,-5.088361402768,589.8,0.113943352
106,1.289629231595916,8.0,15.9994,300.0,8.0,-1.2981058570660935,4.5,81.1,43.25631380977969,162.0,4.8,310.0,3.0746910263299303,17.3,7.37947651,52.31,2.9253089736700697,3.0746910263299303,9.761418592154756,0.0,114.0,0.0,46.94461655024181,-6.960448195972595,770.0,0.399673721
107,1.25,8.0,15.9994,700.0,8.0,-1.305,7.3,0.0,9.78,195.0,4.05,110.0,2.76,56.0,4.90182207,30.0,2.4,2.44,4.84,0.0,146.25,0.7999999999999999,6.518440000000001,-4.8384070634,549.5,0.399673721
108,1.8428571428571427,8.0,15.9994,1000.0,8.0,-0.9633333332857142,13.0,88.39999999999998,21.9,166.0,5.1,6.3,2.142857142857143,39.7,6.14041474,16.2,2.2857142857142856,2.142857142857143,6.142857142857142,0.0,119.33333333333334,0.93,48.86708571428571,-4.921169613332856,495.8,0.0
109,2.453125,52.0,127.6,300.0,52.0,-2.9849999998750003,13.4,160.15,8.325,148.0,4.15,31.0,3.75,35.3,8.46315729,17.38,2.25,4.25,23.0,0.3333333333333333,143.66666666666669,0.0399999999999998,27.304375000000004,-2.70472545062625,589.3,0.0
110,1.256,8.0,15.9994,400.0,8.0,-1.2693,8.6,0.0,10.418,195.0,3.8,41.0,2.98,56.0,3.23208944,14.15,2.4,2.42,4.82,0.0,152.75,0.68,5.51984,-4.8413190105,549.5,0.393710296
111,1.9928571428571429,16.0,32.065,700.0,16.0,-4.222410714142857,4.8,104.42,15.428571428571429,154.0,4.65,7.7,3.7142857142857135,33.9,8.63699786,37.48,2.2857142857142856,6.0,10.285714285714286,0.0,132.33333333333334,0.0,60.188428571428574,-6.579921078394285,684.9,0.393710296
112,4.67,14.0,28.0855,400.0,14.0,-5.501,2.6,13.599999999999996,0.0,120.0,4.7,100.0,4.0,22.2,9.91441468,50.21,2.0,4.0,6.0,0.0,115.5,0.1299999999999999,130.38,-5.263142313,762.1,0.390935107
113,4.49625,28.0,58.6934,400.0,28.0,-2.12,5.7,71.0,50.61,175.0,5.2,58.0,3.995,27.0,9.05054728,21.0,0.5,3.495,9.505,0.0,142.5,0.51,69.2265,-5.8905853475,660.0,0.390935107
114,3.658269230769232,11.0,22.98976928,700.0,11.0,-2.357243589742308,11.0,0.0,16.061153846153847,176.0,4.4,6.3,2.157692307692308,44.1,8.38916182,19.79,1.5384615384615383,3.5346153846153845,8.15,0.25,150.5,0.57,124.37307692307694,-3.2232510535320382,495.8,0.8359567729999999
115,4.6748400000000006,14.0,28.0855,700.0,14.0,-5.5170008095225,2.6,61.89999999999999,0.0,120.0,5.55,11.0,3.994500000000001,22.2,10.06787517,50.21,2.0055000000000005,4.0055000000000005,5.9945,0.0,112.66666666666666,0.2799999999999998,129.66420250000002,-5.263897830012251,762.1,0.8359567729999999
116,2.2186274509803923,16.0,32.065,1000.0,16.0,-5.317712418300653,4.8,136.42,17.614379084967318,154.0,4.65,7.7,3.908496732026144,25.7,8.63699786,37.48,2.0915032679738563,6.0,6.0,0.0,132.66666666666669,0.04,62.2197385620915,-7.2033863968627445,652.8,0.957607287
117,1.49375,50.0,118.71,300.0,50.0,-5.211458333125,18.8,160.15,12.95,145.0,4.15,43.0,3.0,33.9,9.05054728,17.38,3.0,5.0,18.5,0.3333333333333333,140.66666666666669,0.1199999999999998,21.31875,-3.02661433541875,589.3,0.957607287
118,1.8428571428571427,8.0,15.9994,300.0,8.0,-0.9633333332857142,13.0,88.39999999999998,21.9,166.0,5.1,6.3,2.142857142857143,39.7,6.14041474,16.2,2.2857142857142856,2.142857142857143,6.142857142857142,0.0,119.33333333333334,0.93,48.86708571428571,-4.921169613332856,495.8,0.280783178
119,4.383333333333334,22.0,47.867,700.0,22.0,-2.631666666666667,8.6,101.0,46.0,160.0,5.2,58.0,4.666666666666666,27.0,9.05054728,17.48,0.6666666666666666,3.666666666666666,9.333333333333334,0.0,141.0,0.51,59.73333333333333,-5.76086626,658.0,0.280783178
120,4.086296296296296,31.0,69.723,700.0,31.0,-2.596851851851852,5.7,0.0,0.725925925925926,215.0,4.55,9.6,3.703703703703704,62.8,4.38004256,36.94,1.4074074074074074,3.4074074074074074,11.925925925925926,0.3333333333333333,152.33333333333334,0.56,48.03333333333333,-3.7419527642592585,502.9,0.581138081
121,1.49375,50.0,118.71,300.0,50.0,-5.211458333125,18.8,160.15,12.95,145.0,4.15,43.0,3.0,33.9,9.05054728,17.38,3.0,5.0,18.5,0.3333333333333333,140.66666666666669,0.1199999999999998,21.31875,-3.02661433541875,589.3,0.581138081
122,4.5708074534161485,27.0,58.933195,300.0,27.0,-3.282173913043478,11.0,72.0,33.54037267080745,142.0,5.1,42.0,3.012422360248447,30.2,8.39826763,19.79,2.24223602484472,4.490683229813664,13.496894409937887,0.3333333333333333,135.66666666666669,0.5800000000000001,43.463354037267074,-4.844508376149069,558.3,0.622731965
123,1.4,8.0,15.9994,300.0,8.0,-1.2505172414,21.7,0.0,17.08,176.0,4.45,17.0,2.2,44.1,7.57494268,12.91,2.4,3.0,5.4,0.0,127.0,0.7000000000000001,41.72444,-5.047854106068,589.8,0.622731965
124,1.5678,8.0,15.9994,300.0,8.0,-1.04926,5.7,112.1,0.0,142.0,4.55,0.0,3.188,26.1,8.39826763,36.94,2.812,2.412,8.812000000000001,0.3333333333333333,109.33333333333334,0.2000000000000001,32.540040000000005,-3.94418677802,558.3,0.18137221
125,4.276666666666667,28.0,58.6934,700.0,28.0,-2.822583333333333,5.7,71.0,42.41666666666666,175.0,5.2,58.0,4.65,27.0,9.05054728,30.0,0.6666666666666666,3.6833333333333327,9.35,0.0,150.5,0.51,60.51666666666666,-6.0435661212500005,660.0,0.18137221
126,2.26,8.0,15.9994,1000.0,8.0,-0.889875,4.9,371.1,39.525,141.0,4.65,45.0,2.675,23.4,7.97704267,21.0,2.0,2.95,7.2,0.0,119.5,0.56,124.58745,-5.575445739625,652.8,1.434568904
127,1.2872,8.0,15.9994,700.0,8.0,-1.1558,20.6,0.0,2.148,215.0,4.1,9.6,2.0,62.8,8.30350334,7.43,2.8,2.4000000000000004,9.6,0.0,155.5,0.3399999999999998,10.30564,-3.9549571706,502.9,1.434568904
128,3.866116666666666,12.0,24.305,700.0,12.0,-1.94721,2.6,0.0,11.345333333333334,148.0,4.7,31.0,1.3323333333333331,35.3,9.91441468,50.21,0.6676666666666666,2.6676666666666664,2.6916666666666664,0.0,133.33333333333334,0.3400000000000001,153.19320333333334,-2.835036318061667,703.3,0.627078964
129,1.4132,8.0,15.9994,400.0,8.0,-1.22385057474,9.4,0.0,17.372,194.0,4.45,17.0,2.3,44.1,7.57494268,12.91,2.4,3.04,5.58,0.0,143.75,0.7000000000000001,37.94644,-5.101471868701402,564.0,0.627078964
130,2.026,11.0,22.98976928,400.0,11.0,-3.337183333165,18.8,358.15,10.7935,195.0,4.1,6.3,2.945,56.0,8.30350334,17.38,2.97,4.965,21.605,0.0,161.25,0.33,19.0358,-3.35385995710165,495.8,0.987462921
131,4.45483870967742,27.0,58.933195,1000.0,27.0,-2.5291935483870964,7.3,51.0,44.67741935483871,164.0,5.1,58.0,4.612903225806451,27.0,9.05054728,30.0,0.6451612903225806,3.967741935483871,9.322580645161288,0.0,143.0,0.51,74.29032258064517,-7.0460634450000015,664.0,0.987462921
132,1.9928571428571429,16.0,32.065,300.0,16.0,-3.9578720236428566,4.8,104.42,16.57142857142857,154.0,4.65,7.7,3.7142857142857135,33.9,8.63699786,37.48,2.2857142857142856,6.0,11.0,0.0,132.33333333333334,0.0,60.33707142857144,-6.511641491817143,684.9,0.330413773
133,2.269000000000001,8.0,15.9994,300.0,8.0,-0.8899499999999999,4.9,371.1,40.26,141.0,4.65,45.0,2.72,23.4,7.97704267,21.0,2.0,2.98,7.229999999999999,0.0,119.5,0.56,124.1202,-5.63517157135,652.8,0.330413773
134,1.7531249999999998,8.0,15.9994,1000.0,8.0,-1.1278125,13.0,0.0,20.1375,176.0,5.1,17.0,1.875,44.1,6.14041474,16.2,2.25,2.25,6.0,0.0,122.66666666666666,0.84,62.6504125,-4.81110452625,589.8,0.193124598
135,2.5388888888888888,16.0,32.065,300.0,16.0,-4.516388888888888,4.8,104.42,17.333333333333332,154.0,4.65,7.7,3.111111111111111,25.7,8.63699786,37.48,1.7777777777777777,5.111111111111111,7.111111111111112,0.0,130.33333333333334,0.3,135.23066666666668,-6.254277758333332,684.9,0.193124598
136,1.4076,8.0,15.9994,700.0,8.0,-1.247496551744,6.4,0.0,17.84,176.0,5.4,17.0,2.192,44.1,8.76028027,38.59,2.4,3.008,5.408,0.0,131.75,0.92,42.59788,-5.04924665262528,589.8,0.358505911
137,1.4,8.0,15.9994,400.0,8.0,-1.2505172414,21.7,0.0,17.08,176.0,4.45,17.0,2.2,44.1,7.57494268,12.91,2.4,3.0,5.4,0.0,127.0,0.7000000000000001,41.72444,-5.047854106068,589.8,0.358505911
138,1.4132,8.0,15.9994,700.0,8.0,-1.22385057474,9.4,0.0,17.372,194.0,4.45,17.0,2.3,44.1,7.57494268,12.91,2.4,3.04,5.58,0.0,143.75,0.7000000000000001,37.94644,-5.101471868701402,564.0,-0.159893906
139,4.228571428571429,30.0,65.38,400.0,30.0,-1.8014285714285714,11.0,0.0,33.142857142857146,139.0,4.4,42.0,1.2857142857142858,30.2,8.38916182,19.79,1.2857142857142858,3.2857142857142856,13.285714285714285,0.0,130.5,0.06,76.7,-2.47315524,833.7,-0.159893906
140,3.579214285714285,11.0,22.98976928,300.0,11.0,-2.25607142857,11.0,0.0,15.43957142857143,176.0,4.4,6.3,2.0042857142857144,44.1,8.38916182,19.79,1.4285714285714286,3.4242857142857144,7.710000000000001,0.25,150.5,0.57,129.73285714285714,-3.131693741364272,495.8,0.45331834
141,2.269000000000001,8.0,15.9994,400.0,8.0,-0.8899499999999999,4.9,371.1,40.26,141.0,4.65,45.0,2.72,23.4,7.97704267,21.0,2.0,2.98,7.229999999999999,0.0,119.5,0.56,124.1202,-5.63517157135,652.8,0.45331834
142,1.4396,8.0,15.9994,700.0,8.0,-1.17051724142,9.4,0.0,17.956,194.0,4.45,17.0,2.5,44.1,7.57494268,12.91,2.4,3.12,5.94,0.0,143.75,0.7000000000000001,30.39044,-5.208707393968202,564.0,0.489029868
143,2.0525,8.0,15.9994,400.0,8.0,-0.7815,23.1,96.1,21.075,122.0,4.2,70.0,1.125,17.3,7.76407342,10.71,2.025,2.025,8.774999999999999,0.3333333333333333,103.0,0.0699999999999998,61.15869999999999,-3.061031490125,577.6,0.489029868
144,1.2936,8.0,15.9994,700.0,8.0,-1.2614,20.6,0.0,2.244,215.0,4.1,9.6,2.0,62.8,8.30350334,7.43,2.8,2.4000000000000004,9.6,0.0,155.5,0.3399999999999998,9.11604,-3.9357004778,502.9,0.7427251309999999
145,2.2424183006535947,16.0,32.065,300.0,16.0,-5.316013071895425,4.8,176.42,14.81045751633987,154.0,4.93,7.7,3.738562091503268,25.7,8.63699786,37.48,2.0915032679738563,6.0,6.169934640522874,0.0,130.33333333333334,0.0,61.072679738562094,-7.099706538431373,684.9,0.7427251309999999
146,3.657692307692308,13.0,26.9815386,300.0,13.0,-2.3607692307692307,11.0,0.0,16.076923076923073,176.0,4.4,17.0,2.1538461538461537,44.1,8.38916182,19.79,1.5384615384615383,3.5384615384615383,8.153846153846152,0.3333333333333333,145.33333333333334,0.4799999999999999,124.6,-3.2258975465384614,577.6,0.411619706
147,1.7439285714285715,52.0,127.6,400.0,52.0,-3.130095237935714,5.2,140.15,14.771428571428574,207.0,4.15,28.0,5.092857142857143,37.4,8.46315729,17.38,2.192857142857143,4.621428571428573,11.635714285714286,0.0,164.33333333333334,0.02,7.6411428571428575,-3.9841290446206425,538.1,0.411619706
148,1.5729999999999995,8.0,15.9994,1000.0,8.0,-1.0840999999999998,5.7,112.1,0.0,142.0,4.55,0.0,3.18,26.1,8.39826763,36.94,2.82,2.42,8.82,0.3333333333333333,109.33333333333334,0.2000000000000001,32.366440000000004,-3.9597806787,558.3,0.754348336
149,1.6391304347826088,19.0,39.0983,300.0,19.0,-4.3949275362608695,13.4,146.60000000000005,6.378260869565217,203.0,4.15,3.1,2.260869565217391,75.6,-0.05407911,11.106,3.304347826086956,5.217391304347826,19.217391304347828,0.0,157.0,0.5099999999999999,12.803478260869564,-3.4393447589852166,418.8,0.754348336
150,4.385846007604563,14.0,28.0855,700.0,14.0,-4.320543726235742,2.6,0.0,3.6146387832699625,215.0,5.15,9.6,3.072813688212928,62.8,9.91441468,50.21,1.4832699619771863,3.5895437262357417,5.927566539923955,0.0,154.0,0.76,146.24923954372625,-4.65696599134886,502.9,0.305458855
151,4.39295270397588,14.0,28.0855,400.0,14.0,-4.27759751271905,2.6,0.0,3.842095345769738,215.0,5.15,9.6,3.052195213868476,62.8,9.91441468,50.21,1.4686263425664217,3.5835688713020537,6.112304503485963,0.0,154.0,0.76,147.88882607876386,-4.642478945842283,502.9,0.305458855
152,3.8666666666666663,12.0,24.305,400.0,12.0,-1.95,2.6,0.0,11.333333333333336,141.0,4.7,45.0,1.3333333333333333,23.4,9.91441468,50.21,0.6666666666666666,2.6666666666666665,2.6666666666666665,0.0,126.0,0.3300000000000001,153.33333333333334,-2.836487541666667,737.7,0.7836249129999999
153,1.7671428571428571,51.0,121.76,700.0,51.0,-3.2628809522214284,5.2,140.15,15.514285714285714,207.0,4.4,28.0,5.092857142857143,37.4,8.38916182,19.79,2.192857142857143,4.621428571428573,10.335714285714284,0.0,161.33333333333334,0.08,9.166785714285714,-3.9974696390492137,538.1,0.7836249129999999
154,4.444262295081966,27.0,58.933195,700.0,27.0,-2.5738524590163934,7.3,51.0,44.18032786885247,164.0,5.1,58.0,4.639344262295083,27.0,9.05054728,30.0,0.6557377049180328,3.98360655737705,9.327868852459018,0.0,143.0,0.51,73.86885245901641,-7.045500728606558,664.0,0.416865084
155,1.289629231595916,8.0,15.9994,1000.0,8.0,-1.2981058570660935,4.5,81.1,43.25631380977969,162.0,4.8,310.0,3.0746910263299303,17.3,7.37947651,52.31,2.9253089736700697,3.0746910263299303,9.761418592154756,0.0,114.0,0.0,46.94461655024181,-6.960448195972595,770.0,0.416865084
156,1.165,8.0,15.9994,1000.0,8.0,-1.145691034484,-2.0,0.0,6.5520000000000005,196.0,4.45,17.0,4.268,44.1,7.57494268,12.91,2.4,2.248,5.964,0.0,144.25,0.7000000000000001,42.24708,-4.22701904528408,589.8,0.893206753
157,1.432,8.0,15.9994,300.0,8.0,-1.2923172414,13.4,0.0,17.172,176.0,4.45,17.0,2.26,44.1,8.46315729,12.91,2.46,3.06,5.94,0.0,132.25,0.7000000000000001,37.88184,-5.088361402768,589.8,0.893206753
158,1.2107199999999998,8.0,15.9994,700.0,8.0,-1.29852,6.9,0.0,8.676,201.0,3.8,32.0,2.8960000000000004,56.0,3.44641484,14.15,2.4,2.3520000000000003,4.896,0.0,155.5,0.68,4.98724,-4.60106524956,530.0,0.563481085
159,1.2554,8.0,15.9994,300.0,8.0,-1.26115,5.2,0.0,10.178,207.0,3.8,28.0,2.98,56.0,7.77495265,14.15,2.4,2.42,4.82,0.0,157.0,0.68,5.4458400000000005,-4.8105779387,538.1,0.563481085
160,2.2016339869281047,16.0,32.065,400.0,16.0,-5.31410863196732,4.8,104.42,14.470588235294118,154.0,4.65,7.7,3.8235294117647056,25.7,8.63699786,37.48,2.0915032679738563,6.084967320261438,6.084967320261438,0.0,132.66666666666669,0.1599999999999999,54.922745098039215,-7.162164391858952,684.9,0.8383956770000001
161,1.56026,8.0,15.9994,700.0,8.0,-0.998742,5.7,112.1,0.0,142.0,4.55,0.0,3.1996,26.1,8.39826763,36.94,2.8004,2.4004,8.8004,0.3333333333333333,109.33333333333334,0.2000000000000001,32.791760000000004,-3.921575622034,558.3,0.8383956770000001
162,1.439,8.0,15.9994,400.0,8.0,-1.1836172414,11.3,0.0,18.196,190.0,4.45,17.0,2.74,44.1,7.57494268,12.91,2.4,3.06,5.46,0.0,142.75,0.7000000000000001,30.75644,-5.318830318668001,589.8,0.776352446
163,1.4,8.0,15.9994,700.0,8.0,-1.2505172414,21.7,0.0,17.08,176.0,4.45,17.0,2.2,44.1,7.57494268,12.91,2.4,3.0,5.4,0.0,127.0,0.7000000000000001,41.72444,-5.047854106068,589.8,0.776352446
164,1.4402,8.0,15.9994,700.0,8.0,-1.15831724138,9.8,0.0,18.196,192.0,4.45,17.0,2.38,44.1,7.57494268,12.91,2.4,3.06,6.0600000000000005,0.0,143.25,0.7000000000000001,30.69644000000001,-5.2055993447682,581.0,0.835892773
165,1.4134,8.0,15.9994,300.0,8.0,-1.21978390806,9.8,0.0,17.451999999999998,192.0,4.45,17.0,2.26,44.1,7.57494268,12.91,2.4,3.02,5.62,0.0,143.25,0.7000000000000001,38.04844,-5.1004358523014,581.0,0.835892773
166,1.23056,8.0,15.9994,700.0,8.0,-1.30188,8.6,0.0,9.716,195.0,3.8,41.0,2.736,56.0,3.35771331,14.15,2.4,2.384,4.928,0.0,153.25,0.68,5.067240000000001,-4.69490452433328,549.5,0.471828394
167,1.7859375,8.0,15.9994,1000.0,8.0,-1.14981249999375,13.0,0.0,20.146875,176.0,5.1,6.3,1.95,44.1,8.46315729,16.2,2.30625,2.2875,6.4875,0.0,136.4,0.93,57.941725,-4.8361784634999365,495.8,0.471828394
168,4.39295270397588,14.0,28.0855,300.0,14.0,-4.27759751271905,2.6,0.0,3.842095345769738,215.0,5.15,9.6,3.052195213868476,62.8,9.91441468,50.21,1.4686263425664217,3.5835688713020537,6.112304503485963,0.0,154.0,0.76,147.88882607876386,-4.642478945842283,502.9,0.281033367
169,4.49625,28.0,58.6934,300.0,28.0,-2.12,5.7,71.0,50.61,175.0,5.2,58.0,3.995,27.0,9.05054728,21.0,0.5,3.495,9.505,0.0,142.5,0.51,69.2265,-5.8905853475,660.0,0.281033367
170,1.4402,8.0,15.9994,1000.0,8.0,-1.15831724138,9.8,0.0,18.196,192.0,4.45,17.0,2.38,44.1,7.57494268,12.91,2.4,3.06,6.0600000000000005,0.0,143.25,0.7000000000000001,30.69644000000001,-5.2055993447682,581.0,0.334463804
171,4.3875,22.0,47.867,400.0,22.0,-2.6341666666666668,7.3,101.0,45.9,164.0,5.2,58.0,4.65,27.0,9.05054728,30.0,0.6666666666666666,3.6833333333333327,9.35,0.0,146.75,0.51,60.26333333333334,-5.799501166833331,658.0,0.334463804
172,4.268666666666667,28.0,58.6934,700.0,28.0,-2.828516666666667,5.7,71.0,42.35,175.0,5.2,58.0,4.663333333333333,27.0,9.05054728,30.0,0.6666666666666666,3.67,9.336666666666666,0.0,150.5,0.51,60.10333333333334,-6.022934614916668,660.0,0.8162413000000001
173,1.95844,8.0,15.9994,700.0,8.0,-1.0632,8.6,121.1,32.343999999999994,160.0,4.93,110.0,2.8480000000000003,17.6,6.45149343,14.15,2.4,3.5760000000000005,6.752000000000002,0.0,119.33333333333334,0.25,31.540840000000003,-6.162145800119999,658.0,0.8162413000000001
174,2.036,11.0,22.98976928,400.0,11.0,-3.32509999983,18.8,137.45,10.777,166.0,4.1,6.3,2.97,39.7,8.30350334,17.38,2.98,4.97,21.73,0.0,150.0,0.33,19.882,-3.3614781760683003,495.8,0.8987251820000001
175,1.4005999999999998,8.0,15.9994,400.0,8.0,-1.2383172414,21.7,0.0,17.13,187.0,4.45,17.0,2.2,44.1,7.57494268,12.91,2.4,3.02,5.68,0.0,142.0,0.7000000000000001,38.42244,-5.038369596368,589.8,0.8987251820000001
176,2.25,24.0,51.9961,300.0,24.0,-2.9125,4.9,130.96,38.1,145.0,4.65,8.3,2.75,29.8,7.97704267,21.0,2.0,5.0,12.25,0.0,134.66666666666669,0.3699999999999999,131.69500000000002,-4.80317348,652.8,0.989768747
177,4.10235,31.0,69.723,300.0,31.0,-2.7827900000000003,5.7,0.0,0.8844999999999998,195.0,4.55,0.0,3.722,56.0,4.38004256,36.94,1.408,3.4080000000000004,11.958,0.3333333333333333,145.66666666666666,0.5300000000000001,45.89775,-3.70637894174,549.5,0.989768747
178,4.452941176470588,26.0,55.845,300.0,26.0,-3.177058823529412,5.2,77.0,34.23529411764706,204.0,4.93,22.0,4.352941176470589,34.4,8.38916182,19.79,2.117647058823529,5.176470588235294,12.705882352941178,0.0,158.33333333333334,0.5800000000000001,36.69411764705883,-5.136873833529412,527.8,0.542825427
179,1.664285714285714,8.0,15.9994,400.0,8.0,-1.6092857142857142,13.0,309.1,13.3,195.0,5.1,31.0,2.0,56.0,8.46315729,16.2,2.714285714285714,2.5714285714285707,9.142857142857142,0.0,133.75,0.91,16.067085714285714,-4.537723537857143,549.5,0.542825427
180,1.5607799999999998,8.0,15.9994,400.0,8.0,-1.0022259999999998,5.7,112.1,0.0,142.0,4.55,0.0,3.1988000000000003,26.1,8.39826763,36.94,2.8012,2.4012,8.8012,0.3333333333333333,109.33333333333334,0.2000000000000001,32.7744,-3.923135012102,558.3,0.920520378
181,2.0525,8.0,15.9994,1000.0,8.0,-0.7815,23.1,96.1,21.075,122.0,4.2,70.0,1.125,17.3,7.76407342,10.71,2.025,2.025,8.774999999999999,0.3333333333333333,103.0,0.0699999999999998,61.15869999999999,-3.061031490125,577.6,0.920520378
182,4.086296296296296,31.0,69.723,400.0,31.0,-2.596851851851852,5.7,0.0,0.725925925925926,215.0,4.55,9.6,3.703703703703704,62.8,4.38004256,36.94,1.4074074074074074,3.4074074074074074,11.925925925925926,0.3333333333333333,152.33333333333334,0.56,48.03333333333333,-3.7419527642592585,502.9,0.089905111
183,2.036,11.0,22.98976928,700.0,11.0,-3.235933333205,18.8,142.26,9.2395,166.0,4.1,6.3,2.97,39.7,8.30350334,17.38,2.98,4.97,21.73,0.0,142.5,0.33,19.84325,-3.4026643514845496,495.8,0.089905111
184,4.444262295081966,27.0,58.933195,1000.0,27.0,-2.5738524590163934,7.3,51.0,44.18032786885247,164.0,5.1,58.0,4.639344262295083,27.0,9.05054728,30.0,0.6557377049180328,3.98360655737705,9.327868852459018,0.0,143.0,0.51,73.86885245901641,-7.045500728606558,664.0,0.618682854
185,1.4976190476190476,16.0,32.065,300.0,16.0,-7.408779761904763,8.6,180.42,13.047619047619047,160.0,4.15,7.7,3.7142857142857135,27.0,9.05054728,14.15,2.761904761904762,5.238095238095238,6.666666666666668,0.0,134.66666666666669,0.28,14.895095238095234,-4.953480676845238,658.0,0.618682854
186,1.56195,8.0,15.9994,400.0,8.0,-1.010065,5.7,112.1,0.0,142.0,4.55,0.0,3.197,26.1,8.39826763,36.94,2.803,2.403,8.802999999999997,0.3333333333333333,109.33333333333334,0.2000000000000001,32.73534,-3.926643639755,558.3,0.330291991
187,4.355833333333334,22.0,47.867,400.0,22.0,-2.685416666666667,5.7,101.0,44.75,175.0,5.2,58.0,4.666666666666666,27.0,9.05054728,27.2,0.6666666666666666,3.666666666666666,10.033333333333337,0.0,154.6,0.51,59.82833333333333,-5.9083564425000015,642.0,0.330291991
188,1.439,8.0,15.9994,1000.0,8.0,-1.1836172414,11.3,0.0,18.196,190.0,4.45,17.0,2.74,44.1,7.57494268,12.91,2.4,3.06,5.46,0.0,142.75,0.7000000000000001,30.75644,-5.318830318668001,589.8,0.290034611
189,1.2475,8.0,15.9994,400.0,8.0,-1.3035,7.3,0.0,9.84,195.0,4.05,110.0,2.77,56.0,4.90182207,30.0,2.4,2.43,4.83,0.0,146.25,0.7999999999999999,6.20044,-4.8152261193,549.5,0.290034611
190,1.25,8.0,15.9994,1000.0,8.0,-1.305,7.3,0.0,9.78,195.0,4.05,110.0,2.76,56.0,4.90182207,30.0,2.4,2.44,4.84,0.0,146.25,0.7999999999999999,6.518440000000001,-4.8384070634,549.5,0.389166084
191,3.8663916666666673,12.0,24.305,300.0,12.0,-1.948605,2.6,0.0,11.339333333333334,148.0,4.7,31.0,1.3328333333333335,35.3,9.91441468,50.21,0.6671666666666667,2.6671666666666667,2.6791666666666667,0.0,133.33333333333334,0.3400000000000001,153.26326833333334,-2.835761929864167,703.3,0.389166084
192,1.16,8.0,15.9994,300.0,8.0,-1.143460689656,-2.0,0.0,6.327999999999999,196.0,4.45,17.0,4.312,44.1,7.57494268,12.91,2.4,2.232,5.976,0.0,144.25,0.7000000000000001,42.2582,-4.20955446952272,589.8,0.589949601
193,1.25,8.0,15.9994,400.0,8.0,-1.305,7.3,0.0,9.78,195.0,4.05,110.0,2.76,56.0,4.90182207,30.0,2.4,2.44,4.84,0.0,146.25,0.7999999999999999,6.518440000000001,-4.8384070634,549.5,0.589949601
194,3.85,12.0,24.305,700.0,12.0,-1.7200662251655627,2.6,0.0,11.456953642384104,145.0,4.7,45.0,1.3311258278145697,23.4,9.91441468,50.21,0.6622516556291391,2.66225165562914,4.04635761589404,0.0,129.25,0.3300000000000001,143.4900662251656,-2.728880500728477,731.0,-0.173925197
195,1.2506,8.0,15.9994,700.0,8.0,-1.18195,5.2,0.0,10.106000000000002,215.0,3.8,9.6,2.98,62.8,7.77495265,14.15,2.4,2.42,4.82,0.0,168.6,0.71,6.33804,-4.8250204583,502.9,-0.173925197
